#漢字	音標	解釋
秉	peŋ35	秉：秉性，秉公办事
柄	piɛŋ33	柄：把柄，刀柄
碧	pek033	碧：碧玉
平	pʰeŋ21	平：平时，平地，太平
評	pʰeŋ21	评：批评，评论
坪	pʰiɛŋ21	坪：草坪，大片平地
病	piɛŋ22	病：生病，病历
明	meŋ21	明：明朝，明年，清明，明白
盟	meŋ21	盟：同盟，盟友
鳴	meŋ21	鸣：鸣叫，鸡鸣
皿	meŋ13	皿：皿字底，器皿
命	meŋ22	命：算命，命令
京	keŋ53	京：北京，京剧
荆	keŋ53	荆：荆州，荆棘
驚	keŋ53	惊：吃惊，害羞，眼睛怕光
境	keŋ35	境：境界，处境
景	keŋ35	景：景色，风景
警	keŋ35	警：警察，报警
敬	keŋ33	敬：敬爱，尊敬
竟	keŋ35	竟：竟然，未竟
鏡	kiɛŋ33	镜：镜子，铜镜
戟	kek053	戟：方天画戟
卿	heŋ53	卿：人名用字
慶	heŋ33	庆：欢庆，庆祝
擎	kʰeŋ21	擎：举起
鯨	kʰeŋ21	鲸：动物
競	keŋ22	竞：竞争，竞赛
劇	kʰiɛk022	剧：剧烈
劇	kʰiɛk022	剧：戏剧
屐	kʰiɛk022	屐：木鞋
迎	jeŋ21	迎：迎接，欢迎
逆	jek022	逆：逆风，忤逆
英	jeŋ53	英：英雄，英国
影	jeŋ35	影：电影，人影
映	jeŋ35	映：反映，放映
繃	peŋ53	绷：捆缚，绷紧
餠	piɛŋ35	饼：饼干
倂	peŋ33	并：合并
璧	pek033	璧：和氏璧
聘	peŋ33	聘：聘请，聘礼
癖	pʰek053	癖：癖好，怪癖
僻	pʰek053	僻：偏僻，僻静
闢	pʰek053	辟：开辟，复辟
名	meŋ21	名：名字，有名
領	leŋ13	领：领钱，衣领
嶺	liɛŋ13	岭：山岭，岭南
令	leŋ22	令：令人，命令
精	tseŋ53	精：精神，妖精
晶	tseŋ53	晶：水晶，亮晶晶
睛	tseŋ53	睛：眼睛
井	tsiɛŋ35	井：一口井，井井有条
脊	tsiɛk033	脊：背脊，脊梁
跡	tsek053	迹：笔迹，迹象
積	tsek053	积：积极，堆积
淸	tsʰeŋ53	清：清洁，水清
請	tsʰeŋ35	请：请人，邀请
情	tsʰeŋ21	情：人情，情节
晴	tsʰeŋ21	晴：天晴，晴朗
靜	tseŋ22	静：静养，安静
淨	tseŋ22	净：净重，干净
籍	tsek022	籍：书籍，祖籍，籍贯
省	seŋ35	省：反省，省亲
性	seŋ33	性：天性，性别
姓	seŋ33	姓：姓名
昔	sek053	昔：昔日，今昔
惜	sek053	惜：可惜，怜惜
夕	tsek022	夕：夕阳
席	tsek022	席：酒席，主席
蓆	tsiɛk022	席：草席
貞	tseŋ53	贞：贞节
偵	tseŋ53	侦：侦察
逞	tsʰeŋ13	逞：逞能，得逞
呈	tsʰeŋ21	呈：呈现，辞呈
程	tsʰeŋ21	程：程度，路程，姓
鄭	tsiɛŋ22	郑：姓，郑重
擲	tsak022	掷：掷骰子
正	tseŋ53	正：正月
征	tseŋ53	征：长征，征兵
整	tseŋ35	整：整体，完整
正	tseŋ33	正：正直，方正
政	tseŋ33	政：行政，政治
隻	tsiɛk033	只：一只
炙	tsiɛk033	炙：火烤
尺	tsʰiɛk033	尺：尺寸，卷尺
斥	tsʰek053	斥：排斥，斥责
赤	tsʰek033	赤：赤卫队，赤脚
射	sɛ22	射：射箭，发射
聲	seŋ53	声：声音，笑声
聖	seŋ33	圣：圣人，神圣
適	sek053	适：合适，适应
釋	sek053	释：解释，释放
成	seŋ21	成：完成，成功
城	seŋ21	城：城里，县城
誠	seŋ21	诚：诚心，虔诚
盛	seŋ22	盛：盛饭
盛	seŋ22	盛：兴盛，茂盛，姓
石	siɛk022	石：石头，岩石
頸	kiɛŋ35	颈：项颈，头颈
勁	keŋ22	劲：劲敌，较劲
輕	heŋ53	轻：轻重，轻松
嬰	jeŋ53	婴：婴儿
纓	jeŋ53	缨：红缨帽，红缨枪
益	jek053	益：有益，利益
盈	jeŋ21	盈：充盈，轻盈，盈利
贏	jiɛŋ21	赢：输赢，赢得
液	jek022	液：液体，输液
腋	jek022	腋：腋下
亦	jek022	亦：亦可
譯	jek022	译：翻译，译制
易	jek022	易：易经，周易，贸易
壁	pek033	壁：墙壁，壁垒
劈	pʰek053	劈：刀劈，雷劈
霹	pʰek053	霹：霹雳
甁	pʰeŋ21	瓶：瓶子
屛	pʰeŋ21	屏：屏风，屏障
萍	pʰeŋ21	萍：萍水相逢，萍乡
並	peŋ33	并：并且，并排，并肩
銘	meŋ13	铭：铭刻，碑铭
暝	meŋ13	暝：夜晚
覓	mek022	觅：寻觅
丁	teŋ53	丁：天干，姓
釘	tiɛŋ53	钉：钉子，图钉
疔	tiɛŋ53	疔：疔疮
叮	teŋ53	叮：蚊子咬
頂	teŋ35	顶：顶好，山顶
鼎	teŋ35	鼎：鼎盛，锅
釘	tiɛŋ53	钉：钉钉子，
訂	teŋ33	订：订旅馆，预订
的	tek053	的：目的，的确
滴	tek022	滴：滴水，点滴
嫡	tek022	嫡：嫡系，嫡亲
聽	tʰeŋ33	听：听话
廳	tʰiɛŋ53	厅：厅堂，客厅
汀	teŋ53	汀：汀州，水门汀
聽	tʰeŋ33	听：听任
剔	tʰek053	剔：挑剔，剔牙
踢	tʰiɛk033	踢：踢球，脚踢
亭	tʰeŋ21	亭：亭子，凉亭
停	tʰeŋ21	停：停下，停留
庭	tʰeŋ21	庭：家庭，庭院
廷	tʰeŋ21	廷：朝廷
蜓	tʰeŋ21	蜓：蜻蜓
挺	tʰeŋ13	挺：挺胸，坚挺
艇	tʰiɛŋ13	艇：潜艇
錠	teŋ22	锭：银锭
定	teŋ22	定：坚定，定罪
狄	tek022	狄：姓，狄青
笛	tiɛk022	笛：笛子
敵	tek022	敌：敌人，无敌
糴	tiɛk022	籴：买米
寧	leŋ21	宁：安宁，宁波
寧	leŋ21	宁：宁可
佞	leŋ22	佞：奸佞，佞臣
溺	lek053	溺：溺水，溺爱
靈	leŋ21	灵：很灵，灵活
零	leŋ21	零：零分，零碎，零头，三十有零
鈴	leŋ21	铃：风铃，铃声
拎	leŋ53	拎：提
伶	leŋ21	伶：名伶，伶俐
翎	leŋ21	翎：翎毛
齡	leŋ21	龄：年龄
另	leŋ21	另：另外
歷	lek022	历：历史
曆	lek022	历：历书，日历
礫	lek053	砾：瓦砾
績	tsek053	绩：成绩，绩效
靑	tsʰeŋ53	青：藏青，青年
蜻	tsʰeŋ53	蜻：蜻蜓
戚	tsʰek53	戚：亲戚，姓
寂	tsek022	寂：寂寞
星	seŋ53	星：星星，火星
腥	siɛŋ53	腥：腥臭，鱼腥草
猩	seŋ53	猩：猩猩
醒	seŋ35	醒：醒来，清醒
析	sek053	析：分析
錫	siɛk033	锡：金属，无锡
經	keŋ53	经：念经，经济
徑	keŋ33	径：半径，径直
經	keŋ53	经：经线，经纬
激	kek053	激：激动，过激
擊	kek053	击：拳击，击败
吃	hiɛk033	吃：吃东西，吃亏
馨	heŋ53	馨：温馨
形	jeŋ21	形：形状，地形
刑	jeŋ21	刑：刑法，用刑
型	jeŋ21	型：型号，类型
礦	kʰɔŋ33	矿：煤矿，矿工
橫	vaŋ21	横：横直
橫	vaŋ21	横：蛮横
轟	kuɐŋ53	轰：轰炸
宏	vɐŋ21	宏：宏大，恢宏
獲	vɔk022	获：获得，收获
劃	vak022	划：计划，划破
兄	heŋ53	兄：兄弟，老兄
榮	veŋ21	荣：光荣，荣誉
永	veŋ13	永：永远
泳	veŋ13	泳：游泳
詠	veŋ13	咏：歌咏，咏叹
傾	kʰeŋ53	倾：倾向，左倾
頃	kʰeŋ35	顷：顷刻
瓊	kʰeŋ21	琼：琼花，琼楼
營	jeŋ21	营：国营，营养
穎	veŋ22	颖：新颖，颖悟
役	jek022	役：战役
疫	jek022	疫：时疫，疫苗
螢	jeŋ21	萤：萤火虫
卜	pok053	卜：占卜，萝卜
撲	pʰɔk033	扑：扑灭，反扑
仆	fu22	仆：前仆后继
篷	pʰoŋ21	篷：帐篷，船篷
蓬	foŋ21	蓬：蓬勃，蓬蒿，蓬莱
瀑	pok022	瀑：瀑布
曝	pou22	曝：晒，曝光，一曝十寒
僕	pok022	仆：仆人，奴仆
蒙	moŋ21	蒙：蒙蔽，蒙古
懵	moŋ35	懵：懵懂
木	mok022	木：木头，松木
東	toŋ53	东：东方，东西
董	toŋ35	董：姓，董必武
懂	toŋ35	懂：懂了，懵懂
凍	toŋ33	冻：冻死，冰冻
棟	toŋ33	栋：栋梁
通	tʰoŋ53	通：通过，不通
捅	tʰoŋ35	捅：捅破了，推移
桶	tʰoŋ35	桶：木桶，箍桶
痛	tʰoŋ33	痛：很痛，痛苦
禿	tʰok053	秃：秃顶
同	tʰoŋ21	同：同学，相同
銅	tʰoŋ21	铜：金属
桐	tʰoŋ21	桐：梧桐，桐油
筒	tʰoŋ21	筒：电筒
童	tʰoŋ21	童：童年，儿童
瞳	tʰoŋ21	瞳：瞳孔
動	toŋ22	动：别动，动作
洞	toŋ22	洞：山洞，洞察
獨	tok022	独：独立，单独
讀	tok022	读：读书，阅读
犢	tok022	犊：牛犊
籠	loŋ21	笼：笼子，牢笼
聾	loŋ21	聋：耳聋，聋子
朧	loŋ21	胧：朦胧
嚨	loŋ21	咙：喉咙
攏	loŋ35	拢：靠拢，走拢
弄	loŋ33	弄：弄堂，弄错
鹿	lok022	鹿：动物，鹿茸
祿	lok022	禄：福禄寿
鬃	tsoŋ53	鬃：猪鬃，鬃毛
棕	tsoŋ53	棕：棕树，棕色
總	tsoŋ35	总：总计，汇总
糉	tsoŋ33	粽：粽子
葱	tʰoŋ53	葱：葱花，香葱
聰	tʰoŋ53	聪：聪明
怱	tʰoŋ53	匆：匆忙，匆匆
囪	tʰoŋ55	囱：烟囱
叢	tsʰoŋ21	丛：树丛，丛书
族	tsok022	族：族长，民族
送	soŋ33	送：送客，赠送
速	tsʰok053	速：速度，加速
公	koŋ53	公：公文，办公
工	koŋ53	工：工人，打工
功	koŋ53	功：功课，成功
攻	koŋ53	攻：攻击。反攻
蚣	koŋ53	蚣：蜈蚣
貢	koŋ33	贡：进贡，贡献
谷	kok053	谷：山谷
穀	kok053	谷：稻谷
空	hoŋ53	空：天空，空话
孔	kʰoŋ35	孔：孔子，钻孔
空	hoŋ53	空：亏空，有空
控	hoŋ33	控：控制，失控
哭	hok053	哭：哭泣，痛哭
烘	hoŋ33	烘：烘干
哄	hoŋ33	哄：哄骗
虹	hoŋ21	虹：长虹，彩虹
紅	hoŋ21	红：红色，走红
洪	hoŋ21	洪：洪亮，洪水
鴻	hoŋ21	鸿：鸿鹄
汞	koŋ33	汞：水银，红汞
鬨	hoŋ31	哄：内哄，起哄
斛	hok022	斛：方，比斗大。石斛（中药）
翁	joŋ53	翁：老翁，姓
瓮	oŋ33	瓮：缸，米瓮
屋	ok053	屋：房屋，屋子
冬	toŋ53	冬：冬至，过冬
督	tok053	督：督促，监督
篤	tok053	笃：笃信
統	tʰoŋ35	统：总统，统一
毒	tok022	毒：毒药，毒死
農	loŋ21	农：农村，贫农
膿	loŋ21	脓：化脓，脓水
儂	loŋ21	侬：人，你
宗	tsoŋ53	宗：祖宗，宗教
綜	tsoŋ53	综：织布机上的综
鬆	soŋ53	松：轻松，松弛
宋	soŋ33	宋：姓，宋朝
酷	hok022	酷：残酷，酷爱
沃	jok053	沃：肥沃
風	foŋ53	风：大风，风气
瘋	foŋ53	疯：发疯，疯狂
楓	foŋ53	枫：枫树，枫叶
諷	foŋ33	讽：讽刺，讥讽
幅	fok053	幅：幅度，条幅
福	fok053	福：福气，享福
蝠	fok053	蝠：蝙蝠
腹	fok053	腹：心腹，肚子
複	fok053	複：复印，复写
豐	foŋ53	丰：丰年，丰收
覆	fok053	覆：覆盖，碗倒扣
馮	foŋ21	冯：姓
鳳	foŋ22	凤：凤凰，凤仙花
伏	fok022	伏：三伏，伏案
服	fok022	服：服务，制服
夢	moŋ22	梦：做梦
目	mok022	目的
袱	fok022	袱：包袱
復	fok022	复：恢复，复原
隆	loŋ21	隆：隆重，兴隆
窿	loŋ53	窿：窟窿
六	lok022	六：数字
陸	lok022	陆：陆地，大陆
嵩	soŋ21	嵩：嵩山，严嵩
宿	sok053	宿：住宿，宿舍
肅	sok053	肃：严肃，肃清
中	tsoŋ53	中：中秋，当中，中央
忠	tsoŋ53	忠：忠心，效忠
衷	tsʰoŋ53	衷：衷心，初衷
中	tsoŋ33	中：射中，中状元
竹	tsok053	竹：竹子，毛竹
築	tsok053	筑：筑泥墙，建筑
畜	tsʰok053	畜：畜牲
蟲	tsʰoŋ21	虫：虫子，蛀虫
仲	tsoŋ22	仲：杜仲，人名
逐	tsok022	逐：逐字，驱逐
軸	tsok022	轴：轴承
崇	soŋ21	崇：崇高，推崇
縮	sok053	缩：紧缩，缩小
終	tsoŋ53	终：终于，送终
衆	tsoŋ33	众：群众，众多
粥	tsok053	粥：煮粥
祝	tsok053	祝：祝贺，庆祝
充	tsʰoŋ53	充：充分，冒充
叔	sok053	叔：叔叔
淑	sok022	淑：贤淑，淑女
熟	sok022	熟：生熟，熟悉
絨	joŋ35	绒：绒线，灯心绒
戎	joŋ21	戎：戎马
肉	jok022	肉：吃肉，肉体
弓	koŋ53	弓：弓箭，背弓起
躬	koŋ53	躬：鞠躬，躬亲
宮	koŋ53	宫：宫殿，天宫
菊	kok053	菊：菊花
鞠	kok053	鞠：鞠躬
掬	kok053	掬：两手捧起水来喝
麴	kok053	麴：酒曲，大曲
窮	kʰoŋ21	穷：穷人，贫穷
蓄	tsʰok053	蓄：储蓄，蓄水
畜	tsʰok053	畜：畜牧
郁	jok053	郁：姓，忧郁
熊	hoŋ21	熊：狗熊，熊猫
雄	hoŋ21	雄：英雄，鸡雄
融	joŋ21	融：孔融，融化
育	jok022	育：育秧，教育
封	foŋ53	封：封山，开封
蜂	foŋ53	蜂：蜂蜜，蜜蜂
峯	foŋ53	峰：山峰
鋒	foŋ53	锋：锋利，刀锋
捧	poŋ35	捧：捧走，吹捧
逢	foŋ21	逢：相逢，逢年过节
縫	foŋ21	缝：缝衣服，裁缝
奉	foŋ22	奉：奉献，朝奉，奉承
俸	foŋ35	俸：俸禄
濃	loŋ21	浓：浓淡，浓厚
龍	loŋ21	龙：属龙，龙头
壟	loŋ13	垄：垄断
錄	lok022	录：记录，录取
綠	lok022	绿：颜色，碧绿
縱	tsoŋ53	纵：纵横
蹤	tsoŋ53	踪：踪迹，追踪
縱	tsoŋ33	纵：放纵，跳
足	tsok053	足：满足，足球
從	tsʰoŋ21	从：从容
促	tsʰok053	促：督促，促进
從	tsoŋ21	从：跟从，从来
慫	soŋ35	怂：怂恿
粟	sok053	粟：小米，玉米
松	tsʰoŋ21	松：松香，松树
誦	tsoŋ22	诵：朗诵，背诵
頌	tsoŋ22	颂：歌颂，颂扬
訟	tsoŋ22	讼：讼师，诉讼
俗	tsok022	俗：风俗习惯，还俗，俗气
續	tsok022	续：继续，续集
寵	tsʰoŋ13	宠：宠爱，得宠
重	tsʰoŋ21	重：重复，重九
重	tsʰoŋ13	重：轻重，重量
鐘	tsoŋ53	钟：敲钟
鍾	tsoŋ53	钟：千钟粟
盅	tsoŋ53	盅：酒盅
種	tsoŋ35	种：种类，谷种
腫	tsoŋ35	肿：肿起，臃肿
種	tsoŋ33	种：种田
燭	tsok053	烛：蜡烛
囑	tsok053	嘱：嘱咐，遗嘱
衝	tsʰoŋ53	冲：冲锋
觸	tsok053	触：接触，触犯
贖	sok022	赎：赎罪
舂	tsoŋ53	舂：舂米
束	tsʰok053	束：束缚，装束
蜀	sok022	蜀：蜀国
屬	sok022	属：属于，家属
茸	joŋ21	茸：鹿茸
辱	jok022	辱：侮辱
褥	jok022	褥：垫被，褥子
恭	koŋ53	恭：恭敬，恭贺
供	koŋ53	供：供給，供应，供不起
拱	kʰoŋ35	拱：拱手，打拱
鞏	koŋ35	巩：巩固
供	koŋ53	供：上供，供佛，坐着别动（骂小孩子用）
恐	hoŋ35	恐：恐怕，惊恐
曲	kʰok053	曲：歌曲，曲折
共	koŋ22	共：相同，一样，共产党
局	kok022	局：局部，邮电局
玉	jok022	玉：一块玉，玉器
獄	jok022	狱：牢狱之灾，监狱
胸	hoŋ53	胸：胸口，心胸
兇	hoŋ53	凶：凶恶，很凶
凶	hoŋ53	凶：吉凶
雍	joŋ53	雍：雍正
臃	joŋ35	臃：臃肿
擁	joŋ35	拥：拥护
壅	oŋ53	壅：施肥
容	joŋ21	容：容易，宽容
溶	joŋ21	溶：溶化
蓉	joŋ21	蓉：芙蓉
庸	joŋ21	庸：平庸，庸俗
熔	joŋ21	熔：熔化
勇	joŋ13	勇：勇敢，勇猛
涌	joŋ35	涌：涌现，喷涌
恿	joŋ35	恿：怂恿
踊	joŋ35	踊：踊跃
甬	joŋ35	甬：甬道，宁波
用	joŋ22	用：有用，用处
浴	jok022	浴：洗浴，沐浴
欲	jok022	欲：欲速则不达
慾	jok022	欲：欲望，贪欲
浴	jok022	浴：沐浴
攞	lɔ35	攞[拿]
嗰	kɔ35	嗰[那，代词]
屙	ɔ53	屙 （～屎）
騾	loi22	騾
瘸	pɐi53	瘸
柄	piɛŋ33	柄(斧~、刀~)
掱	pʰa21	掱[扒手]
鈀	pʰa21	农具
孖	ma53	孖[双、对]
乸	la35	乸[雌性]
揸	tsa53	揸（～车）
揢	kʰɐk053	揢[用虎口揢]
笡	tsʰɛ35	笡[歪斜，迁谢切]（嘴~、眼~）
嘢	jɛ13	嘢[东西]
拄	tsʰy13	拄（～拐杖）
枱	tʰoi21	枱[桌子]
舦	tʰai13	舦[舵]
捭	pʰei53	捭[削]
咪	mei53	咪[麦克风]
睇	tʰai35	睇[看]
脢	mui21	脢[背脊肉]
碓	toi31	碓（水~）
癐	kui22	癐[累]
髀	pei35	髀[大腿]
畀	pei35	畀[给、被]
魅	mei22	魅
鰭	kʰei21	鳍（鱼～）
洱	lei13	洱（普~茶）
煲	po53	煲（～汤）
冇	mo13	冇[没有]（~钱、~人）
掏	tʰo21	掏
佬	lo35	佬（肥～）
蠔	ho21	蠔（生~、~油）
撓	jɛu53	撓
拗	au33	拗（～颈）
裱	piu35	裱（～画）
瓢	pʰiu21	瓢
嫽	liu21	嫽[调戏、逗弄]
撬	kiu22	撬
踎	mau53	踎[蹲]
竇	tau33	窦[鸟窝]
褸	lau53	褛(大～；蒙盖：～住)
睺	hau53	睺（注意；希冀）
嬲	lɐu53	嬲[恼怒]
邱	jɐu53	邱[姓]
抌	tɐm35	抌(用手锤：～心～肺)
腩	lam13	腩（腹肉：肚～）
扻	kʰɐm35	扻（掴：～一巴）
啱	ŋam53	啱[合适]
啖	tam22	啖[量]（头~汤、敨~气）
噉	kɐm35	噉[这样]
冚	kʰɐm35	冚[盖]
磕	hɐm35	磕（～头）
憨	ŋɔŋ22	憨（～厚）
攙	tsʰam21	搀（～扶）
檻	lam13	槛（门～）
鮎	tsin53	鲇（～鱼）
諗	lɐm35	谂[思考]
腍	lɐm21	腍[黏而软]
緝	tsʰɐp053	缉（通～）
笪	tat033	笪（竹～）
邋	lat022	邋（～遢）
綻	tsan33	绽（破~、~线、~放）
梘	kan35	枧（番～）
慳	han53	悭[节省]（~钱）
搴	kʰai53	搴[揭开]
跣	sin35	跣
筧	kan35	笕（水~）
攢	tsan33	攒（积～）
撰	tsan33	撰（～稿）
椽	jyn21	椽（~子、屋~）
楦	hyn33	楦（鞋～）
奀	ŋɐn53	奀（～细）
扤	ŋɐn33	扤（摇动：～脚）
乜	mɐt053	乜[什么]
燐	lɐn21	燐
遁	tɐn22	遁[逃走]
圂	vɐn33	圂（关禁：～住）
搵	vɐn35	揾[找]
樽	tsɐn53	樽[瓶子]
慍	vɐn13	愠（生闷气：～住）
劏	tʰɔŋ53	劏[宰杀]
螂	lɔŋ21	螂（螳 ~）
胳	lɔk033	胳（~膊、~肢窝）
斫	tsam35	斫[用刀斧砍]（~ 柴）
炕	haŋ53	炕
烊	joŋ21	烊[融化]
鑰	jœk022	钥（～匙）
逛	kuaŋ22	逛（～街）
肨	foŋ53	肨（～大海）
戥	teŋ35	戥[秤]（厘 ~）
楞	leŋ21	楞（棱）（~角）
簕	lak022	簕[刺]（~ 瓜、~ 杜鹃）
鐺	tɔŋ53	铛[平底锅]
罌	ɐŋ53	罂[宽口陶瓷瓶]
呃	ŋɐk053	呃[骗]
靚	liɛŋ33	靓[漂亮]
嚦	liɛk053	呖[利害、能干]（~ 仔）
埕	tsʰeŋ21	埕[酒瓮]（酒 ~）
擗	pʰiɛk022	擗[扔弃]
掟	tiɛŋ31	掟（扔：～石头）
壢	tiɛk033	坜[畦]
蠓	moŋ33	蠓[虫]
戙	toŋ22	戙[竖]
睩	lok053	睩[瞪]
轆	lok053	辘[轮子]
餸	soŋ33	餸[菜肴]（饭 ~）
喐	jok053	喐[动]
焗	kok022	焗（~ 饭、盐 ~鸡、~ 油
