#漢字	音標	解釋
經	ken33	经：～开；绊倒[白]
擊	kʰet021	击：～中，打～
激	ket021	激：～动
馨	hen33	馨：温～
形	hen55	形：～状，地～
型	hen55	型：～号，类～
刑	hen55	刑：判～，～法
礦	kʰuaŋ13	矿：煤～，～工
橫	huɛ̃55	横：～直
橫	huɛ̃55	横：蛮～[文]
轟	hɔŋ33	轰：～炸
宏	hɔŋ55	宏：～大
獲	uak055	获：收～
獲	uak055	获：～奖
劃	ueʔ055	划：计～，～线
兄	hiã33	兄：～弟
榮	iɔŋ55	荣：光～，～誉
永	iɔŋ51	永：～远
泳	iɔŋ13	泳：游～
詠	iɔŋ13	咏：歌～
傾	kʰen51	倾：～向，左～
頃	kʰen51	顷：千～，～刻
瓊	kʰuaŋ55	琼：～楼；人名用字
營	iã55	营：国～，～养[文]
營	iã55	营：～长[白]
穎	kʰen51	颖：新～；邓～超（人名）
疫	mut055	疫：～苗，防～站
役	hiaʔ055	役：战～
螢	iɔŋ55	萤：～火虫
卜	pok021	卜：占～；姓
卜	pok055	卜：萝～
撲	pʰɔk021	扑：反～，～灭
仆	pok055	仆：倒下
篷	pʰaŋ55	篷：帐～
蓬	pʰoŋ55	蓬：～勃；～莱（地名）
僕	pok055	仆：奴～，～人
曝	pau25	曝：～光，一～十寒
瀑	pʰak055	瀑：～布
蒙	moŋ55	蒙：～蔽，天～～，～古（地名）
懵	moŋ51	懵：～懂
木	bak055	木：～工
東	taŋ33	东：东南西北
董	tɔŋ51	董：古～；姓，～存瑞
懂	tɔŋ51	懂：懵～，唔懂（不懂）
凍	tɔŋ13	冻：冰～，～伤
棟	taŋ13	栋：～梁；两～
通	tʰɔŋ33	通：～过，～风，打～
桶	tʰaŋ51	桶：水～
捅	təŋ22	捅：～破
痛	tʰɔŋ13	痛：～苦
禿	tʰiat021	秃：～头
同	taŋ55	同：相～，～学
銅	taŋ55	铜：金银～铁
桐	tʰɔŋ55	桐：～油，梧～
筒	taŋ55	筒：电～，话～
童	tʰɔŋ55	童：～年，儿～
瞳	tʰɔŋ55	瞳：～孔
動	tɔŋ25	动：～作[文]
動	taŋ25	动：～来～去[白]
洞	taŋ22	洞：山～，～察
獨	tɔk055	独：单～，～立
讀	tʰak055	读：～书，阅～
籠	laŋ55	笼：鸟～，～罩
聾	laŋ55	聋：耳～
攏	lɔŋ51	拢：靠～，～总（一共）
弄	lɔŋ25	弄：玩～
鹿	tet055	鹿：～角，梅花～
椶	tsaŋ33	棕：～树，～色
鬃	tsaŋ3	鬃：马～，猪～
總	tsɔŋ51	总：～共，汇～
糉	tsaŋ13	粽：粽子
聰	tsʰɔŋ33	聪：～明
蔥	tsʰaŋ33	葱
囪	tsʰɔŋ33	囱：烟～
叢	tsaŋ55	丛：草～，～书
族	tsɔk055	族：～长，民～
送	saŋ13	送：～人
速	sɔk021	速：～度
公	kɔŋ33	公：～安，办～
蚣	kaŋ33	蚣：蜈～
工	kaŋ33	工：～人，打～
功	kɔŋ33	功：～夫，成～
攻	kɔŋ33	攻：～击，进～
貢	kɔŋ13	贡：～献
穀	kɔk021	谷：五～
谷	kɔk021	谷：山～
空	kʰɔŋ33	空：～虚，天～
空	kʰaŋ33	空：～缺
孔	kʰɔŋ51	孔：钻～；姓，～子
控	kʰɔŋ13	控：～制
哭	kʰau13	哭：～泣
烘	hɔŋ55	烘：～干
哄	hɔŋ55	哄：～骗
紅	aŋ55	红：～色
洪	aŋ55	洪：～水；姓，～秀全
鴻	pʰɔŋ55	鸿：大展～图
汞	kɔŋ13	汞：水银，～柱
斛	hɔk055	斛：石～（中药）
翁	ɔŋ33	翁：白头～；姓
甕	aŋ13	瓮：小口大肚陶器
屋	ɔk021	屋：老～
冬	taŋ33	冬：过～，～节（冬至）
篤	tɔk055	笃：～信，～定
督	tɔk021	督：～促，监～
統	tʰɔŋ51	统：～一，总～
毒	tak055	毒：中～，～药
農	lɔŋ55	农：～村
膿	laŋ55	脓：化～
宗	tsɔŋ33	宗：祖～，～教
綜	tsɔŋ33	综：～合；织布机上的综
鬆	sɔŋ33	松：轻～，放～
宋	sɔŋ13	宋：～朝；姓，～美龄
酷	kʰɔk021	酷：残～
沃	ɔk021	沃：肥～
風	huaŋ33	风：大～，～气
楓	pɔŋ33	枫：～树，～叶
瘋	huaŋ33	疯：～狂
諷	hɔŋ13	讽：～刺
福	hɔk021	福：～气，享～
幅	pak021	幅：一～画，～度
蝠	hɔk021	蝠：蝙～
輻	pak021	辐：～射
複	hɔk021	复：重～，～印，～写纸
腹	pak021	腹：心～，收～
豐	hɔŋ33	丰：～收
覆	hɔk055	覆：～盖[文]
馮	paŋ55	冯：姓
鳳	hɔŋ25	凤：～凰
服	hɔk055	服：～务
伏	hɔk055	伏：三～，起～[文]
伏	pak021	伏：趴，在桌子上趴着睡[白]
袱	hɔk055	袱：包～
復	hɔk055	复：恢～，～原，报～
夢	maŋ22	梦：发～
目	mak055	目：～的；节～
穆	mɔk055	穆：姓，～桂英
牧	mɔk055	牧：放～，畜～局
隆	lɔŋ55	隆：兴～，～重
六	lak055	六：数字
陸	let055	陆：大～，～续
嵩	sɔŋ55	嵩：～山；严～（人名）
肅	sɔk021	肃：严～
宿	suaʔ021	宿：～舍，住～
中	tɔŋ33	中：～间，～秋[文]
中	tɔŋ33	中：～央；头顶物，～头帕[白]
忠	tɔŋ33	忠：～心
中	tɔŋ13	中：射～，～状元
竹	tet021	竹：～叶
築	tɔk021	筑：建～
畜	tʰiɔk021	畜：牲～，～牲
蟲	tʰaŋ55	虫：害～
仲	tɔŋ25	仲：伯～叔；杜～（中药）
逐	tɔk055	逐：～渐，驱～
軸	tet055	轴：压～，～承
崇	tsʰɔŋ55	崇：～高，推～
縮	sɔk021	缩：压～，～小
終	tsɔŋ33	终：～于，始～
眾	tsen13	众：群～
祝	tsɔk021	祝：～贺，庆～
粥	muɛ55	粥：煮～
充	tsʰɔŋ33	充：～分，冒～
銃	tsʰen13	铳：打鸟的土枪，放～
叔	tset021	叔：二～，～～
熟	set055	熟：煮～，～悉
淑	sɔk021	淑：～女，贤～
戎	zɔŋ55	戎：～马生涯
絨	zɔŋ55	绒：灯芯～，～毛
肉	net055	肉：猪～
弓	ken33	弓：～箭
躬	kiɔŋ33	躬：鞠～
宮	ken33	宫：～殿，大闹天～
菊	ket021	菊：～花
麴	kʰak021	曲：酒～
窮	kʰiɔŋ55	穷：～人，无～
畜	kʰiɔk021	畜：～牧局
蓄	tʰiɔk021	蓄：储～，～水
郁	ut021	郁：抑～；～金香；姓
熊	him55	熊：～猫
雄	hiɔŋ55	雄：英～
融	iɔŋ55	融：～化；孔～（人名）
育	iɔk055	育：教～
封	hɔŋ33	封：密～
峯	hɔŋ33	峰：山～
蜂	pʰaŋ33	蜂：蜜～
鋒	hɔŋ33	锋：～利；雷～（人名）
捧	pʰoŋ51	捧：吹～
逢	hɔŋ55	逢：相～，～年过节[文]
逢	hɔŋ55	逢：～到（遇到）[白]
縫	pʰɔŋ55	缝：裁～
奉	hɔŋ51	奉：～献，～承
俸	hɔŋ51	俸：～禄，薪～
縫	pʰaŋ22	缝：一条～，裂线～
濃	lɔŋ55	浓：～厚[文]
濃	lɔŋ55	浓：～淡；稠密[白]
龍	len55	龙：～头
壟	lɔŋ13	垄：～断
綠	let055	绿：～色
錄	lɔk055	录：记～，～取
蹤	tsɔŋ33	踪：失～，～影
縱	tsɔŋ13	纵：～横，放～
足	tsɔk021	足：～球，满～
從	tsʰɔŋ55	从：～容
促	tsʰɔk021	促：督～，～进
從	tsʰɔŋ55	从：跟～，～来
慫	tsɔŋ13	怂：～恿
粟	tsʰet021	粟：包～，～米，～子粄
松	sɔŋ55	松：～树
誦	sɔŋ25	诵：背～
頌	sɔŋ25	颂：歌～
訟	sɔŋ25	讼：诉～
俗	sɔk055	俗：风～
續	sɔk055	续：继～，～集
寵	tʰɔŋ51	宠：～爱，得～
重	ten55	重：～复
重	taŋ25	重：～量[文]
重	taŋ25	重：轻～[白]
鐘	tsen33	钟：两点～，闹～
盅	tsen33	盅：酒～，两～酒
種	tsen51	种：～类，树～[名，量]
種	tsen13	种：～田[动]
腫	tsen51	肿：～起来，水～
燭	tset021	烛：蜡～
囑	tsɔk021	嘱：遗～，～托
衝	tsʰɔŋ33	冲：～锋枪
觸	tsʰɔk021	触：接～，～犯
贖	sɔk055	赎：～罪
舂	tsen33	舂：～米
束	sɔk021	束：结～
蜀	tsuak055	蜀：四川简称，乐不思～
屬	sɔk055	属：～于，家～
茸	zɔŋ55	茸：鹿～
辱	zɔk055	辱：污～
褥	zɔk055	褥：垫被，褥子
恭	kiɔŋ33	恭：～敬
供	kiɔŋ33	供：提～，～应
拱	kiɔŋ51	拱：～手，～桥
鞏	kʰiɔŋ51	巩：～固
恐	kʰiɔŋ51	恐：～怖
曲	kʰet021	曲：歌～，～折
共	kaŋ22	共：一～，～同
局	ket055	局：～部，公安～
玉	ŋet055	玉：白～
獄	ŋet055	狱：监～
胸	hen33	胸：心～
凶	hiɔŋ33	凶：吉～
兇	hiɔŋ33	凶：～恶
雍	iɔŋ13	雍：～正皇帝
擁	iɔŋ13	拥：～护
容	iɔŋ55	容：～易，宽～
蓉	iɔŋ55	蓉：芙～
鎔	iɔŋ55	镕：朱～基（人名）
庸	iɔŋ55	庸：平～，～俗
勇	iɔŋ51	勇：～敢
湧	iɔŋ13	涌：～现，洶～
用	en22	用：～处
用	en22	用：有～
欲	aĩ13	欲：～速则不达
慾	iɔk055	欲：～望，贪～
浴	et055	浴：沐～露[文]
浴	et055	浴：～堂（浴室）[白]
屙	ɔ33	屙：排泄，～尿，～屎
播	pua13	播：广～，～种
畲	sia25	畲：～族
墅	su51	墅：别～
沸	hut021	沸：沸腾
竂	liau55	竂：茅～，鸡～
煞	suaʔ021	煞：凶神恶～
健	kian25	健：～康
癲	tian33	癫：～鬼
逩	pʰun33	奔：投～
詢	sun55	询：咨～，～问
圳	tsun13	圳：深～；田中小沟
踭	tɛ̃33	踭：脚后跟，脚～
戟	ket021	戟：巴～（中药，鸡肠风）
崠	taŋ13	崠：山～（山脊），屋～（屋脊）
脢	buɛ55	脢：背～（背部），～肉（背脊肉）
褸	lau33	褛：大～
竇	tou25	窦：鸟～
竇	tou25	窦：鼻～炎；姓
腩	lam55	腩：肚～
腍	nap021	腍：绵软
簕	let055	簕：刺
罌	aŋ13	罂：小口大肚的瓶子
腈	tsiã33	腈：好，腈肉（瘦肉）
壢	lɛʔ021	坜：地～（旱地）
瀝	lɛʔ055	沥：坑
焗	kɔk021	焗：盐～鸡
唔	m̍25	唔：不
啱	ŋam33	啱：合适，恰巧
嫽	tʰit021	嫽：玩耍
嫽	tʰɔ55	嫽：玩耍
噍	pou22	噍：嚼
縈	iɔŋ55	萦：～线（绕线）
珓	puɛ33	珓：圣～
惶	huaŋ55	惶：害怕
跔	kʰu55	跔：蹲；腿蜷曲
窿	lɔŋ55	窿：穿～（破洞）
窿	lɔŋ55	窿：涵～（涵洞）
烊	iɛ̃55	融化
厝	tsʰu13	房子
囝	kiã51	儿子
蠔	hɔ55	海蛎
睇	tʰoĩ51	看
冚	kʰam13	动词：盖住
糊	hɔ55	糊：～涂
許	kʰou51	许：姓
樹	tsʰiu22	树：种～
于	i33	于：等～
代	tɔ22	代：年代
大	tua22	大：大细
脾	pʰi55	脾：～气
未	bi22	未：地支
草	tsʰo51	草：～稿
吿	ko13	告：～状
欖	lam51	榄：乌～
三	sã33	三：数字
陳	tʰin55	陈：～列，～皮
張	tiẽ33	张：姓
陽	iẽ55	阳：揭～（地名）
廣	kəŋ51	广：～东（地名）
席	tsʰieʔ055	席：主～
定	ten25	定：永～（地名）
洞	tʰɔŋ55	洞：～察
翁	en33	翁：姓
鬆	saŋ33	松：轻～
香	pʰaŋ33	香（白）
