#漢字	音標	解釋
液	ʐʅʔ055	液：液体，输液
腋	ʐʅʔ055	腋：腋下
亦	ʐʅʔ055	亦：亦可
譯	ʐʅʔ055	译：翻译，译制
易	ʐʅʔ031	易：易经，周易，贸易
壁	piaʔ031	壁：墙壁，壁垒
姘	pʰiaŋ44	姘：姘头
劈	pʰiaʔ031	劈：刀劈，雷劈
霹	pʰiʔ031	霹：霹雳
甁	pʰin22	瓶：瓶子
屛	pʰin22	屏：屏风，屏障
萍	pʰin22	萍：萍水相逢，萍乡
並	pin52	并：并且，并排，并肩
銘	min22	铭：铭刻，碑铭
暝	mɛin22	暝：夜晚
覓	mi52	觅：寻觅
丁	tɛin33	丁：天干，姓
釘	taŋ33	钉：钉子，图钉
疔	tɛin33	疔：疔疮
叮	tɛin33	叮：蚊子咬
頂	taŋ31	顶：顶好，山顶
鼎	tin31	鼎：鼎盛，锅
釘	taŋ44	钉：钉钉子，
訂	tʰin52	订：订旅馆，预订
的	tiʔ031	的：目的，的确
滴	tiʔ031	滴：滴水，点滴
嫡	tiʔ031	嫡：嫡系，嫡亲
聽	tʰaŋ52	听：听话
廳	tʰaŋ33	厅：厅堂，客厅
汀	tʰin33	汀：汀州，水门汀
聽	tʰin52	听：听任
剔	tʰiʔ031	剔：挑剔，剔牙
踢	tʰiɛʔ031	踢：踢球，脚踢
亭	tʰin22	亭：亭子，凉亭
停	tʰin22	停：停下，停留
庭	tʰin22	庭：家庭，庭院
廷	tʰin22	廷：朝廷
蜓	tʰin22	蜓：蜻蜓
挺	tʰin31	挺：挺胸，坚挺
艇	tʰin31	艇：潜艇
錠	tʰin52	锭：银锭
定	tʰin52	定：坚定，定罪
狄	tiʔ055	狄：姓，狄青
笛	tiʔ031	笛：笛子
敵	tʰiʔ055	敌：敌人，无敌
糴	tʰaʔ055	籴：买米
滌	tʰiʔ031	涤：洗涤
寧	nɛin22	宁：安宁，宁波
寧	nin52	宁：宁可
佞	li52	佞：奸佞，佞臣
溺	niɔʔ055	溺：溺水，溺爱
靈	lin22	灵：很灵，灵活
零	laŋ22	零：零分，零碎，零头，三十有零
鈴	laŋ22	铃：风铃，铃声
拎	laŋ45	拎：提
伶	lin22	伶：名伶，伶俐
翎	lin45	翎：翎毛
齡	lin22	龄：年龄
另	laŋ52	另：另外
歷	liʔ055	历：历史
曆	liʔ055	历：历书，日历
礫	liʔ055	砾：瓦砾
績	tsiʔ031	绩：成绩，绩效
靑	tsʰiaŋ44	青：藏青，青年
蜻	tsʰiaŋ44	蜻：蜻蜓
戚	tsʰiʔ031	戚：亲戚，姓
寂	siʔ031	寂：寂寞
星	sin33	星：星星，火星
腥	siaŋ33	腥：腥臭，鱼腥草
猩	sin33	猩：猩猩
醒	siaŋ31	醒：醒来，清醒
析	siʔ031	析：分析
錫	siaʔ031	锡：金属，无锡
經	kin33	经：念经，经济
徑	kaŋ52	径：半径，径直
經	kin33	经：经线，经纬
激	kiʔ031	激：激动，过激
擊	kiʔ031	击：拳击，击败
吃	ʂʅʔ055	吃：吃东西，吃亏
馨	sin44	馨：温馨
形	ʂʅn22	形：形状，地形
刑	ʂʅn22	刑：刑法，用刑
型	ʂʅn22	型：型号，类型
礦	kʰɔŋ52	矿：煤矿，矿工
橫	vaŋ22	横：横直
橫	vaŋ22	横：蛮横
轟	paŋ22	轰：轰炸
宏	fɛin22	宏：宏大，恢宏
獲	fɛʔ055	获：获得，收获
劃	vaʔ055	划：计划，划破
兄	ʂɔŋ44	兄：兄弟，老兄
榮	ʐɔŋ22	荣：光荣，荣誉
永	ʐuin31	永：永远
泳	ʐuin31	泳：游泳
詠	ʐuin31	咏：歌咏，咏叹
傾	kʰin44	倾：倾向，左倾
頃	kʰuin44	顷：顷刻
瓊	kʰin22	琼：琼花，琼楼
營	ʐʅn22	营：国营，营养
穎	ʐʅn31	颖：新颖，颖悟
役	ʐʅʔ055	役：战役
疫	ʐʅʔ055	疫：时疫，疫苗
螢	ʐaŋ22	萤：萤火虫
滎	ʐʅn31	荥：荥阳
迥	tsiuŋ31	迥：迥然不同
卜	pʰuʔ031	卜：占卜，萝卜
撲	pʰoʔ031	扑：扑灭，反扑
仆	pʰoʔ031	仆：前仆后继
篷	pʰuŋ22	篷：帐篷，船篷
蓬	pʰuŋ22	蓬：蓬勃，蓬蒿，蓬莱
瀑	pʰau52	瀑：瀑布
曝	pʰau52	曝：晒，曝光，一曝十寒
僕	pʰuʔ031	仆：仆人，奴仆
蒙	muŋ22	蒙：蒙蔽，蒙古
懵	muŋ45	懵：懵懂
蠓	muŋ22	蠓：蠓虫
木	moʔ031	木：木头，松木
沐	moʔ031	沐：沐浴
東	tuŋ33	东：东方，东西
董	tuŋ31	董：姓，董必武
懂	tuŋ31	懂：懂了，懵懂
凍	tuŋ52	冻：冻死，冰冻
棟	tuŋ52	栋：栋梁
通	tʰuŋ33	通：通过，不通
捅	tʰuŋ31	捅：捅破了，推移
桶	tʰuŋ31	桶：木桶，箍桶
痛	tʰuŋ52	痛：很痛，痛苦
禿	tʰuiʔ031	秃：秃顶
同	tʰuŋ22	同：同学，相同
銅	tʰuŋ22	铜：金属
桐	tʰuŋ22	桐：梧桐，桐油
筒	tʰuŋ22	筒：电筒
童	tʰuŋ22	童：童年，儿童
瞳	tʰuŋ22	瞳：瞳孔
動	tʰuŋ52	动：别动，动作
洞	tʰuŋ52	洞：山洞，洞察
獨	tʰuiʔ055	独：独立，单独
讀	tʰuʔ055	读：读书，阅读
牘	tʰuʔ055	牍：文牍
犢	tʰuʔ055	犊：牛犊
籠	luŋ45	笼：笼子，牢笼
聾	luŋ44	聋：耳聋，聋子
礱	luŋ22	砻：去稻壳用
朧	luŋ31	胧：朦胧
嚨	luŋ22	咙：喉咙
攏	luŋ44	拢：靠拢，走拢
弄	nuŋ52	弄：弄堂，弄错
鹿	loʔ055	鹿：动物，鹿茸
祿	loʔ031	禄：福禄寿
鬃	tsɿn44	鬃：猪鬃，鬃毛
棕	tsɿn44	棕：棕树，棕色
總	tsɿn31	总：总计，汇总
糉	tsuŋ52	粽：粽子
葱	tsʰɿn44	葱：葱花，香葱
聰	tsʰɿn44	聪：聪明
怱	tsʰɿn44	匆：匆忙，匆匆
囪	tsʰɿn44	囱：烟囱
叢	tsʰɿn22	丛：树丛，丛书
族	tsʰɿʔ055	族：族长，民族
送	sɔŋ52	送：送客，赠送
速	soʔ031	速：速度，加速
公	kuŋ33	公：公文，办公
工	kuŋ33	工：工人，打工
功	kuŋ33	功：功课，成功
攻	kuŋ33	攻：攻击。反攻
蚣	kuŋ33	蚣：蜈蚣
貢	kuŋ52	贡：进贡，贡献
谷	kuʔ031	谷：山谷
穀	kuʔ031	谷：稻谷
空	kʰuŋ33	空：天空，空话
孔	kʰuŋ31	孔：孔子，钻孔
空	kʰuŋ52	空：亏空，有空
控	kʰuŋ52	控：控制，失控
哭	kʰuʔ031	哭：哭泣，痛哭
烘	fuŋ44	烘：烘干
哄	hɔŋ31	哄：哄骗
虹	fuŋ22	虹：长虹，彩虹
紅	fuŋ22	红：红色，走红
洪	fuŋ22	洪：洪亮，洪水
鴻	fuŋ22	鸿：鸿鹄
汞	kuŋ52	汞：水银，红汞
鬨	kʰuŋ31	哄：内哄，起哄
翁	vuŋ44	翁：老翁，姓
瓮	vuŋ52	瓮：缸，米瓮
屋	vuʔ031	屋：房屋，屋子
冬	tuŋ33	冬：冬至，过冬
督	toʔ031	督：督促，监督
篤	toʔ055	笃：笃信
統	tʰuŋ31	统：总统，统一
毒	tʰuʔ055	毒：毒药，毒死
農	nuŋ22	农：农村，贫农
膿	nuŋ22	脓：化脓，脓水
儂	nuŋ22	侬：人，你
宗	tsɿn33	宗：祖宗，宗教
綜	tsɿn44	综：织布机上的综
鬆	sɿn44	松：轻松，松弛
宋	sɿn52	宋：姓，宋朝
酷	kʰuʔ031	酷：残酷，酷爱
沃	vɔʔ031	沃：肥沃
風	fuŋ44	风：大风，风气
瘋	fuŋ33	疯：发疯，疯狂
楓	fuŋ33	枫：枫树，枫叶
諷	fuŋ31	讽：讽刺，讥讽
幅	fuʔ031	幅：幅度，条幅
福	fuʔ031	福：福气，享福
蝠	fuʔ031	蝠：蝙蝠
腹	fuʔ031	腹：心腹，肚子
複	fuʔ031	複：复印，复写
輻	fuʔ031	辐：辐射
豐	fuŋ33	丰：丰年，丰收
覆	fuʔ031	覆：覆盖，碗倒扣
馮	fuŋ22	冯：姓
鳳	fuŋ52	凤：凤凰，凤仙花
伏	pʰuʔ055	伏：三伏，伏案
服	fuʔ055	服：服务，制服
袱	fuʔ055	袱：包袱
復	fuʔ031	复：恢复，复原
隆	luŋ22	隆：隆重，兴隆
窿	luŋ22	窿：窟窿
六	liuʔ031	六：数字
陸	liuʔ055	陆：陆地，大陆
嵩	sɿn44	嵩：嵩山，严嵩
宿	siuʔ031	宿：住宿，宿舍
肅	siuʔ031	肃：严肃，肃清
中	tʂuŋ33	中：中秋，当中，中央
忠	tʂuŋ33	忠：忠心，效忠
衷	tʂuŋ33	衷：衷心，初衷
中	tʂuŋ52	中：射中，中状元
竹	tʂuʔ031	竹：竹子，毛竹
築	tʂuʔ031	筑：筑泥墙，建筑
畜	tʂʰuʔ031	畜：畜牲
蟲	tʂʰuŋ22	虫：虫子，蛀虫
仲	tʂuŋ52	仲：杜仲，人名
逐	tʂʰuʔ055	逐：逐字，驱逐
軸	tʂʰuʔ055	轴：轴承
崇	tsʰɿn22	崇：崇高，推崇
縮	soʔ031	缩：紧缩，缩小
終	tʂuŋ33	终：终于，送终
衆	tʂuŋ52	众：群众，众多
粥	tʂuʔ031	粥：煮粥
祝	tʂuʔ031	祝：祝贺，庆祝
充	tʂʰuŋ33	充：充分，冒充
銃	tʂʰuŋ44	铳：打麻将放铳，打鸟的土枪
叔	ʂoʔ031	叔：叔叔
淑	toʔ031	淑：贤淑，淑女
熟	ʂoʔ055	熟：生熟，熟悉
絨	ʐuŋ22	绒：绒线，灯心绒
戎	ʐuŋ22	戎：戎马
肉	niuʔ031	肉：吃肉，肉体
弓	kiuŋ33	弓：弓箭，背弓起
躬	kiuŋ44	躬：鞠躬，躬亲
宮	kiuŋ44	宫：宫殿，天宫
菊	kʰiuʔ031	菊：菊花
鞠	kʰiuʔ031	鞠：鞠躬
麴	kʰiuʔ031	麴：酒曲，大曲
窮	kʰiuŋ22	穷：穷人，贫穷
嗅	pʰi52	嗅：闻
蓄	ʂu22	蓄：储蓄，蓄水
畜	ʂoʔ031	畜：畜牧
郁	ʐʅ52	郁：姓，忧郁
熊	ʐuŋ22	熊：狗熊，熊猫
雄	ʂuŋ22	雄：英雄，鸡雄
融	ʐuŋ22	融：孔融，融化
育	ʐuʔ031	育：育秧，教育
封	fuŋ33	封：封山，开封
蜂	fuŋ33	蜂：蜂蜜，蜜蜂
峯	fuŋ33	峰：山峰
鋒	fuŋ33	锋：锋利，刀锋
捧	puŋ31	捧：捧走，吹捧
逢	pʰuŋ22	逢：相逢，逢年过节
縫	fuŋ22	缝：缝衣服，裁缝
奉	fuŋ52	奉：奉献，朝奉，奉承
縫	pʰuŋ52	缝：一条缝
俸	fuŋ52	俸：俸禄
濃	nuŋ22	浓：浓淡，浓厚
龍	liuŋ22	龙：属龙，龙头
壟	luŋ31	垄：垄断
隴	luŋ45	陇：山陇
錄	liuʔ055	录：记录，录取
綠	liuʔ055	绿：颜色，碧绿
縱	tsiuŋ31	纵：纵横
蹤	tsɿn44	踪：踪迹，追踪
縱	tsiuŋ31	纵：放纵，跳
足	tsiuʔ031	足：满足，足球
從	tsʰiuŋ22	从：从容
促	tsʰɿʔ031	促：督促，促进
從	tsʰiuŋ22	从：跟从，从来
慫	tsiuŋ31	怂：怂恿
粟	siuʔ031	粟：小米，玉米
松	tsʰiuŋ22	松：松香，松树
誦	siuŋ52	诵：朗诵，背诵
頌	siuŋ52	颂：歌颂，颂扬
訟	siuŋ52	讼：讼师，诉讼
俗	siuʔ055	俗：风俗习惯，还俗，俗气
續	siuʔ055	续：继续，续集
冢	tʂuŋ31	冢：乱坟堆
寵	tʂʰuŋ31	宠：宠爱，得宠
重	tʂʰuŋ22	重：重复，重九
重	tʂʰuŋ52	重：轻重，重量
鐘	tʂuŋ33	钟：敲钟
鍾	tʂuŋ33	钟：千钟粟
盅	tʂuŋ33	盅：酒盅
種	tʂuŋ31	种：种类，谷种
腫	tʂuŋ31	肿：肿起，臃肿
種	tʂuŋ52	种：种田
燭	tʂuʔ031	烛：蜡烛
囑	tʂuʔ031	嘱：嘱咐，遗嘱
衝	tʂʰuŋ33	冲：冲锋
觸	tʂʰuʔ031	触：接触，触犯
贖	ʂu22	赎：赎罪
舂	si44	舂：舂米
束	tʂʰuʔ031	束：束缚，装束
蜀	ʂu31	蜀：蜀国
屬	ʂuʔ055	属：属于，家属
茸	ʐuŋ22	茸：鹿茸
宂	ʐuŋ31	冗：冗长
辱	ʐuʔ055	辱：侮辱
褥	ʐoʔ055	褥：垫被，褥子
恭	kiuŋ44	恭：恭敬，恭贺
供	kiuŋ33	供：供給，供应，供不起
龔	kiuŋ44	龚：姓
拱	kiuŋ31	拱：拱手，打拱
鞏	kiuŋ31	巩：巩固
供	kiuŋ33	供：上供，供佛，坐着别动（骂小孩子用）
恐	kʰiuŋ31	恐：恐怕，惊恐
曲	kʰiuʔ031	曲：歌曲，曲折
共	kʰiuŋ52	共：相同，一样，共产党
局	kʰiuʔ055	局：局部，邮电局
玉	niuʔ055	玉：一块玉，玉器
獄	niuʔ055	狱：牢狱之灾，监狱
胸	ʂuŋ33	胸：胸口，心胸
兇	ʂuŋ33	凶：凶恶，很凶
凶	ʂuŋ33	凶：吉凶
匈	ʂuŋ33	匈：匈奴，匈牙利
雍	ʐuŋ44	雍：雍正
癰	ʐuŋ44	痈：恶性脓疮
臃	ʐuŋ44	臃：臃肿
擁	ʐuŋ31	拥：拥护
壅	ʐuŋ44	壅：施肥
容	ʐuŋ22	容：容易，宽容
溶	ʐuŋ22	溶：溶化
蓉	ʐuŋ22	蓉：芙蓉
庸	ʐuŋ33	庸：平庸，庸俗
熔	ʐuŋ22	熔：熔化
勇	ʐuŋ31	勇：勇敢，勇猛
涌	ʐuŋ31	涌：涌现，喷涌
恿	ʐuŋ31	恿：怂恿
踊	ʐuŋ31	踊：踊跃
甬	ʐuŋ31	甬：甬道，宁波
用	ʐuŋ52	用：有用，用处
浴	ʐoʔ055	浴：洗浴，沐浴
欲	ʐoʔ055	欲：欲速则不达
慾	ʐoʔ055	欲：欲望，贪欲
