#漢字	音標	解釋
迎	ŋieŋ231	迎：～接，欢～
逆	ŋiet021	逆：～风
英	ʔieŋ51	英：～雄；～国（国名）
影	ʔieŋ35	影：电～
映	jiaŋ35	映：反～
餠	ɓieŋ35	饼：～干
倂	pʰieŋ33	并：合～
璧	ɓiet053	璧：美玉，珠联～合
聘	pʰieŋ33	聘：～请，特～
僻	pʰiet053	僻：偏～，～静
闢	pʰiet053	辟：开～，复～
名	mieŋ231	名：姓～
領	lieŋ13	领：～导，衫～（衣领）
嶺	lieŋ13	岭：～南[文]
嶺	lieŋ13	岭：～岗[白]
令	lieŋ21	令：命～，口～
精	tieŋ51	精：～神
晶	tieŋ51	晶：水～
睛	tieŋ51	睛：眼～
井	tieŋ35	井：～水，～～有条
積	tiet053	积：～极，累～
跡	tiet053	迹：～象，痕～[文]
跡	tiet053	迹：脚～，油～[白]
脊	tiet053	脊：～椎，背～
淸	tʰieŋ51	清：～楚，～水[文]
淸	tʰieŋ51	清：～明[白]
請	tʰieŋ35	请：～人，邀～
情	tʰieŋ231	情：感～，～节[文]
情	tʰieŋ231	情：亲～（亲戚）[白]
晴	tʰieŋ231	晴：天～
靜	tʰieŋ21	静：安～
靖	tʰieŋ21	靖：李～（人名）
淨	tʰieŋ21	净：干～
籍	tʰiet021	籍：祖～，～贯
藉	tʰiet021	藉：狼～
省	ɬieŋ35	省：反～
性	ɬieŋ33	性：～别，天～
姓	ɬieŋ33	姓：～名
惜	ɬiet053	惜：疼爱[白]
惜	ɬiet053	惜：可～，珍～[文]
昔	ɬiet053	昔：～日，今～
席	tʰiet021	席：酒～，主～
蓆	tʰiet021	席：草～
夕	tʰiet021	夕：～阳
貞	ʧieŋ51	贞：～节
偵	ʧieŋ51	侦：～察，刑～
逞	ʧʰieŋ231	逞：～能，得～
呈	ʧʰieŋ231	呈：～现，辞～
程	ʧʰieŋ231	程：～度，路～[文]
程	ʧʰieŋ231	程：姓[白]
鄭	ʧʰieŋ231	郑：～重；姓
正	ʧien51	正：～月
征	ʧien51	征：长～，特～
整	ʧieŋ35	整：～体，完～[文]
整	ʧieŋ35	整：修理，～车[白]
正	ʧien33	正：立～，～直[文]
正	ʧien33	正：～好，～来[白]
政	ʧien33	政：行～，～治
隻	ʧiet053	只：两～
炙	ʧiet053	炙：烤火，～火
赤	ʧʰiet033	赤：～色，～脚
斥	ʧʰiet053	斥：排～，～责
尺	ʧʰiet053	尺：～寸
射	ʃɛ21	射：～箭，发～
聲	ʃieŋ51	声：～音，笑～
聖	ʃieŋ33	圣：神～，～水
適	ʃiet053	适：～应，合～
釋	ʃiet053	释：解～
成	ʃieŋ231	成：～功，完～[文]
成	ʃieŋ231	成：两～[白]
成	ʃieŋ231	成：事成，做～[白]
城	ʃieŋ21	城：～市，县～
誠	ʃieŋ231	诚：真～，～实
盛	ʃieŋ21	盛：兴～，茂～
石	ʃiet021	石：～头，～榴
頸	kieŋ35	颈：脖子
輕	hieŋ51	轻：年～，～松[文]
輕	hieŋ51	轻：不重；年～，～松[白]
嬰	ʔieŋ51	婴：～儿
纓	ʔieŋ51	缨：红～枪
益	ʔiet053	益：得～，有～
盈	jieŋ21	盈：～利，～亏
贏	jieŋ231	赢：～输
亦	jiet021	亦：～可以
譯	jiet021	译：翻～
易	jiet021	易：交～，贸～
液	jiet021	液：～体，输～
腋	jiet021	腋：～下
壁	ɓiet053	壁：墙～
拼	pʰieŋ33	拼：～音
劈	pʰiet053	劈：～开，用刀～，雷～
霹	pʰiet053	霹：～雳舞
甁	pieŋ231	瓶：热水～
屛	pieŋ231	屏：～风，～障
萍	pieŋ231	萍：薸[训]
萍	pieŋ231	萍：～水相逢；人名用字
並	pieŋ231	并：～且，～排
銘	mieŋ231	铭：～文，～刻
覓	liet021	觅：寻～
丁	ɗieŋ51	丁：天干；姓
釘	ɗieŋ51	钉：铁～[名]
頂	ɗieŋ35	顶：山～[白]
頂	ɗieŋ35	顶：～唔得（顶不住）[文]
鼎	ɗieŋ35	鼎：～盛
釘	ɗieŋ51	钉：～铁钉[动]
訂	tieŋ21	订：预～，～房间
的	ɗiet053	的：目～，～确
滴	ɗiet053	滴：～水，两～
嫡	ɗiet053	嫡：～系，～亲，～子
聽	ʧʰieŋ33	听：～话
廳	tʰieŋ51	厅：客～，～长
汀	tieŋ51	汀：长～，～江（地名）
聽	tʰieŋ33	听：听任，～佢（随他）
踢	tʰiet053	踢：～球
剔	tʰiet053	剔：挑～
亭	tieŋ231	亭：凉～
停	tieŋ231	停：～止
廷	tieŋ231	廷：朝～
庭	tieŋ231	庭：家～，～院
蜓	tieŋ231	蜓：蜻～
艇	tieŋ231	艇：快～，潜～
挺	tieŋ13	挺：坚～，叶～[文]
挺	tieŋ13	挺：～起来[白]
定	tieŋ21	定：稳～；永～（地名）
笛	tiet021	笛：笛子
敵	tiet021	敌：～人
狄	tiet021	狄：姓，～青
糴	tiet021	籴：～米（买米）
寧	nieŋ231	宁：安～；～波（地名）
寧	nieŋ231	宁：～可
溺	liet053	溺：～爱，～死
靈	lieŋ231	灵：～活
零	lieŋ231	零：十～个，～头
鈴	lieŋ51	铃：～声，风～
伶	lieŋ21	伶：聪明～俐[文]
伶	lieŋ21	伶：～俐（干净）[白]
翎	lieŋ21	翎：～毛，顶上花～
另	lieŋ21	另：～外
歷	liet021	历：～史，经～
曆	liet021	历：日～，～书
績	tiet053	绩：成～
靑	tʰieŋ51	青：～色，～年
蜻	tʰieŋ51	蜻：～蜓
戚	tʰiet053	戚：亲～；姓，～继光
寂	tiet021	寂：～寞
星	ɬieŋ51	星：火～，～～[文]
星	ɬieŋ51	星：～夜[白]
腥	ɬieŋ51	腥：～味[文]
腥	ɬieŋ51	腥：菜腥味，臭～[白]
腥	ɬieŋ51	腥：～味，臭镬～[白]
猩	ɬieŋ51	猩：大～～
醒	ɬieŋ35	醒：清～，～过来
錫	ɬiet053	锡：～纸；无～（地名）
析	ɬiet053	析：分～[文]
析	ɬiet053	析：量词，一～（一片）[白]
經	kieŋ51	经：念～，～济[文]
徑	kieŋ33	径：半～
經	kieŋ51	经：～纬，～线[文]
經	kieŋ51	经：～丝（蜘蛛织网）[白]
經	kieŋ33	经：～开；绊倒[白]
擊	kiet053	击：～中，打～
激	kiet053	激：～动
馨	hieŋ51	馨：温～
形	jieŋ231	形：～状，地～
型	jieŋ231	型：～号，类～
刑	jieŋ231	刑：判～，～法
礦	kʰɔŋ33	矿：煤～，～工
橫	vaŋ231	横：～直
橫	vaŋ231	横：蛮～[文]
橫	vaŋ231	横：猛摔[白]
轟	kʷʰɐŋ51	轰：～炸
宏	hoŋ231	宏：～大
獲	væk021	获：收～
獲	væk021	获：～奖
劃	væk021	划：计～，～线
兄	hieŋ51	兄：～弟
榮	vieŋ231	荣：光～，～誉
永	vieŋ13	永：～远
泳	vieŋ21	泳：游～
詠	vieŋ21	咏：歌～
傾	kʰieŋ51	倾：～向，左～
頃	kʷʰieŋ35	顷：千～，～刻
瓊	kʰieŋ21	琼：～楼；人名用字
營	vieŋ21	营：国～，～养[文]
營	vieŋ21	营：～长[白]
穎	jieŋ21	颖：新～；邓～超（人名）
疫	viet021	疫：～苗，防～站
役	viet021	役：战～
螢	jieŋ21	萤：～火虫
卜	ɓok053	卜：占～；姓
卜	ɓok053	卜：萝～
撲	pʰɔk033	扑：反～，～灭
仆	pʰok053	仆：倒下
篷	foŋ231	篷：帐～
蓬	poŋ231	蓬：～勃；～莱（地名）
僕	pok053	仆：奴～，～人
曝	pəu21	曝：～光，一～十寒
瀑	pəu21	瀑：～布
蒙	moŋ231	蒙：～蔽，天～～，～古（地名）
懵	moŋ35	懵：～懂
木	mok021	木：～工
東	ɗoŋ231	东：东南西北
董	ɗoŋ35	董：古～；姓，～存瑞
懂	ɗoŋ35	懂：懵～，唔懂（不懂）
凍	ɗoŋ33	冻：冰～，～伤
棟	toŋ35	栋：～梁；两～
通	tʰoŋ51	通：～过，～风，打～
桶	tʰoŋ35	桶：水～
捅	tʰoŋ35	捅：～破
痛	tʰoŋ33	痛：～苦
禿	tʰok053	秃：～头
同	toŋ231	同：相～，～学
銅	toŋ231	铜：金银～铁
桐	toŋ231	桐：～油，梧～
筒	toŋ231	筒：电～，话～
童	toŋ231	童：～年，儿～
瞳	toŋ231	瞳：～孔
動	toŋ21	动：～作[文]
動	toŋ21	动：～来～去[白]
洞	toŋ21	洞：山～，～察
獨	tok021	独：单～，～立
讀	tok021	读：～书，阅～
籠	loŋ231	笼：鸟～，～罩
聾	loŋ231	聋：耳～
攏	loŋ35	拢：靠～，～总（一共）
弄	loŋ21	弄：玩～
鹿	lok021	鹿：～角，梅花～
椶	toŋ51	棕：～树，～色
鬃	toŋ51	鬃：马～，猪～
總	toŋ35	总：～共，汇～
糉	toŋ51	粽：粽子
聰	tʰoŋ51	聪：～明
蔥	tʰoŋ51	葱
囪	tʰoŋ51	囱：烟～
叢	ɬoŋ51	丛：草～，～书
族	tʰok021	族：～长，民～
送	ɬoŋ33	送：～人
速	ɬok053	速：～度
公	koŋ51	公：～安，办～
蚣	ɬoŋ51	蚣：蜈～
工	koŋ51	工：～人，打～
功	koŋ51	功：～夫，成～
攻	koŋ51	攻：～击，进～
貢	koŋ33	贡：～献
穀	kok053	谷：五～
谷	kok053	谷：山～
空	hoŋ51	空：～虚，天～
空	hoŋ51	空：～缺
孔	hoŋ35	孔：钻～；姓，～子
控	hoŋ33	控：～制
哭	hok053	哭：～泣
烘	hoŋ33	烘：～干
哄	hoŋ33	哄：～骗
紅	hoŋ231	红：～色
洪	hoŋ231	洪：～水；姓，～秀全
鴻	hoŋ231	鸿：大展～图
汞	koŋ33	汞：水银，～柱
斛	kæk033	斛：石～（中药）
翁	joŋ51	翁：白头～；姓
甕	ʔoŋ33	瓮：小口大肚陶器
屋	ʔok053	屋：老～
冬	ɗoŋ51	冬：过～，～节（冬至）
篤	ɗok053	笃：～信，～定
督	ɗok053	督：～促，监～
統	tʰoŋ35	统：～一，总～
毒	tok021	毒：中～，～药
農	noŋ231	农：～村
膿	noŋ231	脓：化～
宗	toŋ51	宗：祖～，～教
綜	toŋ51	综：～合；织布机上的综
鬆	ɬoŋ51	松：轻～，放～
宋	ɬoŋ33	宋：～朝；姓，～美龄
酷	hok021	酷：残～
沃	jok053	沃：肥～
風	foŋ51	风：大～，～气
楓	foŋ21	枫：～树，～叶
瘋	foŋ51	疯：～狂
諷	foŋ35	讽：～刺
福	fok053	福：～气，享～
幅	fok053	幅：一～画，～度
蝠	fok053	蝠：蝙～
輻	fok053	辐：～射
複	fok053	复：重～，～印，～写纸
腹	fok053	腹：心～，收～
豐	foŋ51	丰：～收
覆	fok053	覆：～盖[文]
覆	fok053	覆：倒扣，碗倒扣在桌面[白]
馮	foŋ231	冯：姓
鳳	foŋ21	凤：～凰
服	fok021	服：～务
伏	fok021	伏：三～，起～[文]
伏	fok021	伏：趴，在桌子上趴着睡[白]
袱	fok021	袱：包～
復	fok053	复：恢～，～原，报～
夢	moŋ21	梦：发～
目	mok021	目：～的；节～
穆	mok021	穆：姓，～桂英
牧	mok021	牧：放～，畜～局
隆	loŋ231	隆：兴～，～重
六	lok021	六：数字
陸	lok021	陆：大～，～续
嵩	ɬoŋ51	嵩：～山；严～（人名）
肅	ɬok053	肃：严～
宿	ɬok053	宿：～舍，住～
中	ʧoŋ51	中：～间，～秋[文]
中	ʧoŋ51	中：～央；头顶物，～头帕[白]
忠	ʧoŋ51	忠：～心
中	ʧoŋ51	中：射～，～状元
竹	ʧok053	竹：～叶
築	ʧʰok053	筑：建～
畜	ʧʰok053	畜：牲～，～牲
蟲	ʧʰoŋ231	虫：害～
仲	ʧʰoŋ21	仲：伯～叔；杜～（中药）
逐	tʰok021	逐：～渐，驱～
軸	ʧʰok021	轴：压～，～承
崇	ʃoŋ21	崇：～高，推～
縮	ɬok053	缩：压～，～小
終	ʧʰoŋ51	终：～于，始～
眾	ʧoŋ33	众：群～
祝	ʧok053	祝：～贺，庆～
粥	ʧok053	粥：煮～
充	ʧʰoŋ51	充：～分，冒～
銃	tʰoŋ35	铳：打鸟的土枪，放～
叔	ʃok053	叔：二～，～～
熟	ʃok021	熟：煮～，～悉
淑	ʃok021	淑：～女，贤～
戎	joŋ21	戎：～马生涯
絨	ȵoŋ231	绒：灯芯～，～毛
肉	ȵok021	肉：猪～
弓	koŋ51	弓：～箭
躬	koŋ51	躬：鞠～
宮	koŋ51	宫：～殿，大闹天～
菊	kok053	菊：～花
麴	kʰok053	曲：酒～
窮	kʰoŋ231	穷：～人，无～
畜	ʧʰok053	畜：～牧局
蓄	ʧʰok053	蓄：储～，～水
郁	jok053	郁：抑～；～金香；姓
熊	hoŋ231	熊：～猫
雄	hoŋ231	雄：英～
融	joŋ231	融：～化；孔～（人名）
育	jok021	育：教～
封	foŋ51	封：密～
峯	foŋ51	峰：山～
蜂	foŋ51	蜂：蜜～
鋒	foŋ51	锋：～利；雷～（人名）
捧	poŋ35	捧：吹～
逢	foŋ231	逢：相～，～年过节[文]
逢	foŋ231	逢：～到（遇到）[白]
縫	foŋ231	缝：裁～
奉	foŋ231	奉：～献，～承
俸	foŋ35	俸：～禄，薪～
縫	foŋ35	缝：一条～，裂线～
濃	noŋ231	浓：～厚[文]
濃	noŋ231	浓：～淡；稠密[白]
龍	loŋ231	龙：～头
壟	loŋ35	垄：～断
綠	lok021	绿：～色
錄	lok021	录：记～，～取
蹤	toŋ51	踪：失～，～影
縱	toŋ35	纵：～横，放～
足	tok053	足：～球，满～
從	ʧʰoŋ35	从：～容
促	tok053	促：督～，～进
從	ʧʰoŋ231	从：跟～，～来
慫	ȵoŋ35	怂：～恿
粟	ɬok053	粟：包～，～米，～子粄
松	tʰoŋ231	松：～树
誦	ʧʰoŋ21	诵：背～
頌	tʰoŋ21	颂：歌～
訟	ʧoŋ21	讼：诉～
俗	tʰok021	俗：风～
續	tʰok021	续：继～，～集
寵	ʧʰoŋ35	宠：～爱，得～
重	ʧʰoŋ21	重：～复
重	ʧʰoŋ13	重：～量[文]
重	ʧʰoŋ13	重：轻～[白]
鐘	ʧoŋ51	钟：两点～，闹～
盅	ʧoŋ51	盅：酒～，两～酒
種	ʧoŋ35	种：～类，树～[名，量]
種	ʧoŋ33	种：～田[动]
腫	ʧoŋ35	肿：～起来，水～
燭	ʧok053	烛：蜡～
囑	ʧok053	嘱：遗～，～托
衝	ʧʰoŋ51	冲：～锋枪
觸	ʧok053	触：接～，～犯
贖	ʃok021	赎：～罪
舂	toŋ35	舂：～米
束	ʧʰok053	束：结～
蜀	ʧok053	蜀：四川简称，乐不思～
屬	ʃok021	属：～于，家～
茸	ȵoŋ231	茸：鹿～
辱	jok021	辱：污～
褥	jok021	褥：垫被，褥子
恭	koŋ51	恭：～敬
供	koŋ51	供：提～，～应
拱	koŋ35	拱：～手，～桥
鞏	koŋ35	巩：～固
供	kʰoŋ21	供：～细人（生小孩）
恐	poŋ35	恐：～怖
曲	kʰok053	曲：歌～，～折
共	kʰoŋ21	共：一～，～同
局	kʰok021	局：～部，公安～
玉	ŋok021	玉：白～
獄	ŋok021	狱：监～
胸	hoŋ51	胸：心～
凶	hoŋ51	凶：吉～
兇	hoŋ51	凶：～恶
雍	joŋ51	雍：～正皇帝
擁	joŋ35	拥：～护
容	joŋ231	容：～易，宽～
蓉	joŋ231	蓉：芙～
鎔	joŋ231	镕：朱～基（人名）
庸	joŋ231	庸：平～，～俗
勇	ȵoŋ13	勇：～敢
湧	ȵoŋ13	涌：～现，洶～
用	joŋ21	用：～处
用	joŋ21	用：有～
欲	jok021	欲：～速则不达
慾	jok021	欲：～望，贪～
浴	jok021	浴：沐～露[文]
浴	jok021	浴：～堂（浴室）[白]
屙	a51	屙：排泄，～尿，～屎
播	ɓɔ33	播：广～，～种
墅	ʃui13	墅：别～
沸	fɐt021	沸：沸腾
竂	liu51	竂：茅～，鸡～
煞	ʃæk021	煞：凶神恶～
健	kʰiaŋ21	健：～康
癲	ɗiaŋ51	癫：～鬼
櫼	ɬiɛt033	櫼：塞，挤
逩	ɓɐŋ51	奔：投～
詢	ʃɐŋ51	询：咨～，～问
圳	ʧɐn33	圳：深～；田中小沟
踭	ʧan51	踭：脚后跟，脚～
坼	ʧʰæk033	坼：裂开，爆～
戟	kiet053	戟：巴～（中药，鸡肠风）
嫲	na35	嫲：雌性
脢	mui231	脢：背～（背部），～肉（背脊肉）
髀	pei35	髀：大～（大腿）
褸	lɐu51	褛：大～
竇	tɐu33	窦：鸟～
竇	tɐu231	窦：鼻～炎；姓
腩	nam13	腩：肚～
腍	nɐm231	腍：绵软
桁	haŋ231	桁：檩子，承重的横木
斫	ʧam35	斫：砍，～树
簕	lɐt021	簕：刺
罌	ʔɐŋ51	罂：小口大肚的瓶子
腈	tieŋ51	腈：好，腈肉（瘦肉）
擗	pʰit053	擗：扔弃
壢	liet053	坜：地～（旱地）
瀝	liet021	沥：坑
焗	kʰok021	焗：盐～鸡
摝	lok053	摝：搅拌，～水
熝	lok053	熝：烫，～人
唔	mau13	唔：不
啱	ŋam51	啱：合适，恰巧
嫽	lam33	嫽：玩耍
噍	ȵai33	噍：嚼
擸	tip033	擸：叠起（散乱的碗）[动]；一～碗[量]
浼	nɐi21	浼：体垢
頦	tit033	颏：脖子前面部分，大～
猋	ɓiu51	猋：跳，快走
縈	liau35	萦：～线（绕线）
罅	kʰɛ21	罅：缝，手指～
珓	kau33	珓：圣～
惶	kieŋ51	惶：害怕
跔	ŋɐu51	跔：蹲；腿蜷曲
癐	hɐŋ33	癐：累，疲乏
窿	loŋ51	窿：穿～（破洞）
窿	loŋ51	窿：涵～（涵洞）
餸	ɬoŋ33	菜肴
轆	lok053	轮子
掟	tiu51	丢，扔
靚	liaŋ33	漂亮
呃	ŋæk033	欺骗
搵	vɐn35	找，寻找；挣（钱）
烊	joŋ231	融化
奀	ɬɐi33	瘦小
諗	nɐm35	思考
梘	kan35	肥皂
慳	han51	节俭
踎	ŋɐu51	蹲
孖	mɛ51	双
乸	na35	雌性
嘢	ȵɛ13	东西
咪	mɐi51	咪：麦克风
攞	lɔ35	拿，取
厝	ʔok053	房子
囝	noŋ21	儿子
煲	pəu51	煲
睇	tʰɐi35	看
冚	kʰɐm35	动词：盖住
捨	ʃɛ33	舍：宿～
派	pʰai35	派：～出所
係	ʃi231	系：是2[白]
媒	mɐi51	媒：～人2
妹	mui21	妹：老～
黴	mui231	霉：倒～
思	ɬei51	思：～想
緬	mian13	缅：～甸（地名）
冠	kun33	冠：～军
惡	ʔɔk033	恶：～霸
稱	ʧʰieŋ33	称：对～
承	ʃieŋ231	承：继～
撐	ʧʰan51	撑：支～
