#漢字	音標	解釋
凝	kʰek031	凝：鱼、肉汤结冻，凝固
興	kʰat031	兴：兴旺，绍兴
興	hek031	兴：高兴，兴趣
應	hen51	应：应该，理应
鷹	pen35	鹰：老鹰，鹰潭
應	pek031	应：答应
抑	pʰin51	抑：压抑，抑制
億	lin51	亿：亿万
蠅	lin51	蝇：苍蝇
孕	lin51	孕：怀孕，孕妇
翼	lik051	翼：翅膀，机翼
弘	tsik031	弘：弘扬
惑	tsik031	惑：迷惑，惑众
域	sik031	域：地域
百	sik031	百：一百，百姓
柏	sik031	柏：柏树，松柏
伯	tʃin35	伯：伯伯，伯父
烹	tʃʰin51	烹：烹调
碰	tʃʰin31	碰：碰到，碰撞
拍	tʃʰaŋ51	拍：拍灰，拍照，球拍
珀	tʃʰik051	珀：琥珀
魄	tʃʰik051	魄：魂魄，气魄
膨	tsek031	膨：膨胀
白	tsʰek031	白：颜色，白吃
帛	tsʰek031	帛：财帛
盲	sek031	盲：盲人，文盲，捉迷藏
猛	tʃin35	猛：猛烈，凶猛
蜢	tʃin31	蜢：蚱蜢
孟	tʃin33	孟：姓，孟子，孟尝君
陌	lek051	陌：陌生
打	lek051	打：打人，打发，打针
撑	tsik031	撑：撑伞，支撑
牚	tsʰiaŋ35	牚：椅子上/桌板下的牚。
拆	tsʰiaŋ35	拆：拆开，拆卸
坼	tsʰik031	坼：土地开裂
宅	sen35	宅：宅基，某宅
擇	siaŋ35	择：选择，择菜
澤	sen35	泽：毛泽东
窄	siaŋ31	窄：狭窄
鐺	sik031	铛：烙饼用具
生	siak031	生：生活，生熟，生小孩
牲	ken35	牲：牺牲，畜牲
甥	ken33	甥：外甥
笙	ken35	笙：乐器
省	kik031	省：节省，省长
眚	kik031	眚：白内障，眼睛中的白点
更	ʃik051	更：三更，更换
庚	ʃaŋ35	庚：天干，庚子
羹	ʃin51	羹：加菜、肉做的糊，调羹
粳	ʃin51	粳：粳米
哽	ʃin51	哽：哽住，哽咽
梗	kʰɔŋ33	梗：菜梗，桔梗
更	vaŋ51	更：更加
格	vaŋ51	格：格子，出格
骼	fuŋ35	骼：骨骼
坑	fuŋ51	坑：挖坑，坑害
客	fɔk051	客：客人，作客
硬	vak051	硬：软硬，硬气
額	ʃiuŋ35	额：额头，名额
亨	ʒuŋ51	亨：大亨，亨通
哼	ʒun31	哼：哼小曲
赫	ʒun31	赫：赫赫有名，显赫
嚇	ʒun31	吓：恐吓，吓唬
行	kʰen35	行：行为，（车、人）走，
衡	kʰen35	衡：平衡、衡量
杏	kʰiun51	杏：银杏、杏仁
行	ʒaŋ51	行：品行
浜	ʒin31	浜：沙家浜
逬	ʒik051	迸：迸发，迸裂
擘	ʒik051	擘：用手擘开
棚	ʒin51	棚：草棚，瓜棚
氓	pʰɔk031	氓：流氓
脈	pʰɔk031	脉：把脉
摘	pʰɔk031	摘：摘花，文摘
橙	pʰuŋ51	橙：甜橙，橙子
爭	pʰuŋ51	争：争吵，战争
踭	pʰɔu33	踭：脚后跟，肘节
箏	pʰɔu33	筝：风筝
睜	pʰu51	睁：睁眼
責	muŋ51	责：责任，负责
柵	muk031	栅：窗栅，炉栅
耕	tʃin33	耕：耕田，农耕
耿	tʃik031	耿：耿耿于怀，耿饼，姓
革	tʃik031	革：革命，皮革
隔	tʃʰin35	隔：隔开，分隔，隔壁
嗝	tʃʰin35	嗝：打嗝
莖	tʃʰin33	茎：
幸	ʃin33	幸：幸福，荣幸
核	ʃin51	核：审核，核对
鶯	ʃin33	莺：黄莺
櫻	ʃik051	樱：樱桃，樱花
鸚	ʃik051	鹦：鹦哥，鹦鹉
厄	ʃin35	厄：厄运
扼	ʃin33	扼：扼杀，扼腕
軛	ʃin33	轭：牛轭（牛耕田时套的人字形工具）
兵	ʃik031	兵：当兵，兵马
丙	ʃik031	丙：天干
秉	ʃik031	秉：秉性，秉公办事
柄	tʃʰin51	柄：把柄，刀柄
碧	tsai31	碧：碧玉
平	tʃʰik051	平：平时，平地，太平
評	tʃʰik051	评：批评，评论
坪	ʒin51	坪：草坪，大片平地
病	ʒin35	病：生病，病历
盟	kʰik051	盟：同盟，盟友
皿	ʃin35	皿：皿字底，器皿
命	ʃin33	命：算命，命令
京	ʒin33	京：北京，京剧
荆	ʒin35	荆：荆州，荆棘
驚	ʒin33	惊：吃惊，害羞，眼睛怕光
景	ek031	景：景色，风景
警	ʒʅ31	警：警察，报警
敬	ʒin51	敬：敬爱，尊敬
竟	ʒin31	竟：竟然，未竟
鏡	ʒik051	镜：镜子，铜镜
戟	kuek031	戟：方天画戟
卿	fuŋ51	卿：人名用字
慶	fek051	庆：欢庆，庆祝
隙	fek051	隙：空隙
擎	vek031	擎：举起
鯨	pak031	鲸：动物
競	pʰak031	竞：竞争，竞赛
劇	pak031	剧：剧烈
劇	pek031	剧：戏剧
迎	pʰuŋ33	迎：迎接，欢迎
逆	pʰak031	逆：逆风，忤逆
英	pʰak031	英：英雄，英国
影	pʰak031	影：电影，人影
映	pʰaŋ51	映：反映，放映
繃	pʰaŋ51	绷：捆缚，绷紧
餠	pʰak051	饼：饼干
璧	mɔŋ51	璧：和氏璧
聘	mɔŋ51	聘：聘请，聘礼
癖	maŋ31	癖：癖好，怪癖
僻	maŋ31	僻：偏僻，僻静
闢	men33	辟：开辟，复辟
名	mak031	名：名字，有名
領	ta31	领：领钱，衣领
嶺	len35	岭：山岭，岭南
令	tʃʰaŋ33	令：令人，命令
晶	tsʰak031	晶：水晶，亮晶晶
脊	tsʰek051	脊：背脊，脊梁
跡	tsʰek051	迹：笔迹，迹象
積	tsʰek051	积：积极，堆积
淸	tsa33	清：清洁，水清
請	tɔŋ35	请：请人，邀请
情	sen35	情：人情，情节
晴	sen35	晴：天晴，晴朗
靜	sen35	静：静养，安静
淨	sen31	净：净重，干净
省	kaŋ35	省：反省，省亲
性	kaŋ35	性：天性，性别
姓	kaŋ35	姓：姓名
昔	ŋaŋ33	昔：昔日，今昔
惜	kaŋ31	惜：可惜，怜惜
席	kaŋ33	席：酒席，主席
蓆	ken33	席：草席
貞	kak031	贞：贞节
偵	kek031	侦：侦察
蟶	kʰaŋ35	蛏：蛏子
逞	kʰak031	逞：逞能，得逞
呈	ŋaŋ33	呈：呈现，辞呈
程	ȵiak031	程：程度，路程，姓
鄭	hen35	郑：姓，郑重
擲	hen35	掷：掷骰子
征	hak031	征：长征，征兵
整	haŋ51	整：整体，完整
正	hen51	正：正直，方正
政	hen33	政：行政，政治
隻	haŋ51	只：一只
炙	pɔŋ31	炙：火烤
尺	paŋ35	尺：尺寸，卷尺
斥	pin33	斥：排斥，斥责
赤	pʰiak031	赤：赤卫队，赤脚
射	pʰuŋ51	射：射箭，发射
聲	puŋ33	声：声音，笑声
適	mɔŋ51	适：合适，适应
釋	mak031	释：解释，释放
成	mak051	成：完成，成功
城	tsak031	城：城里，县城
誠	tʃʰaŋ51	诚：诚心，虔诚
盛	tsen35	盛：盛饭
盛	tsaŋ35	盛：兴盛，茂盛，姓
石	tsen35	石：石头，岩石
碩	tsen35	硕：硕士，硕果
頸	tsik031	颈：项颈，头颈
勁	tʃʰak031	劲：劲敌，较劲
輕	tsʰek031	轻：轻重，轻松
嬰	san35	婴：婴儿
纓	muk051	缨：红缨帽，红缨枪
益	tuŋ35	益：有益，利益
盈	tuŋ31	盈：充盈，轻盈，盈利
贏	tuŋ31	赢：输赢，赢得
液	tuŋ33	液：液体，输液
腋	tuŋ33	腋：腋下
亦	tʰuŋ35	亦：亦可
譯	tʰuŋ33	译：翻译，译制
易	tʰuŋ31	易：易经，周易，贸易
壁	tʰuŋ33	壁：墙壁，壁垒
姘	tʰut051	姘：姘头
劈	tʰuŋ51	劈：刀劈，雷劈
霹	tʰuŋ51	霹：霹雳
甁	tʰuŋ51	瓶：瓶子
屛	tʰuŋ51	屏：屏风，屏障
萍	tʰuŋ51	萍：萍水相逢，萍乡
並	tʰuŋ51	并：并且，并排，并肩
銘	tʰuŋ35	铭：铭刻，碑铭
暝	tʰuŋ31	暝：夜晚
覓	tʰuk051	觅：寻觅
丁	tʰuk051	丁：天干，姓
叮	luŋ51	叮：蚊子咬
頂	luŋ35	顶：顶好，山顶
釘	luŋ51	钉：钉钉子，
訂	luŋ51	订：订旅馆，预订
的	luŋ31	的：目的，的确
滴	luŋ33	滴：滴水，点滴
嫡	luk051	嫡：嫡系，嫡亲
聽	luk031	听：听话
廳	tsuŋ35	厅：厅堂，客厅
汀	tsuŋ35	汀：汀州，水门汀
聽	tsuŋ31	听：听任
剔	tsuŋ33	剔：挑剔，剔牙
踢	tsʰuŋ35	踢：踢球，脚踢
亭	tsʰuŋ35	亭：亭子，凉亭
停	tsʰuŋ35	停：停下，停留
庭	tsʰuŋ35	庭：家庭，庭院
廷	tsʰiuŋ51	廷：朝廷
蜓	tsʰuk051	蜓：蜻蜓
挺	suŋ33	挺：挺胸，坚挺
艇	suk031	艇：潜艇
錠	kuŋ35	锭：银锭
定	kuŋ35	定：坚定，定罪
狄	kuŋ35	狄：姓，狄青
笛	kuŋ35	笛：笛子
敵	kuŋ35	敌：敌人，无敌
糴	kuŋ33	籴：买米
滌	kuk031	涤：洗涤
寧	kuk031	宁：安宁，宁波
寧	kʰuŋ35	宁：宁可
佞	kʰuŋ31	佞：奸佞，佞臣
溺	kʰuŋ35	溺：溺水，溺爱
靈	kʰuŋ31	灵：很灵，灵活
零	kʰuk031	零：零分，零碎，零头，三十有零
鈴	fuŋ51	铃：风铃，铃声
拎	fuŋ31	拎：提
伶	fuŋ51	伶：名伶，伶俐
翎	fuŋ51	翎：翎毛
齡	fuŋ51	龄：年龄
另	kaŋ35	另：另外
歷	kuen31	历：历史
曆	kek031	历：历书，日历
礫	kak031	砾：瓦砾
績	kek031	绩：成绩，绩效
靑	ken33	青：藏青，青年
蜻	hen33	蜻：蜻蜓
戚	hek031	戚：亲戚，姓
寂	hek031	寂：寂寞
腥	ʒin35	腥：腥臭，鱼腥草
猩	ʒin35	猩：猩猩
醒	ɔk031	醒：醒来，清醒
析	ɔk031	析：分析
經	pin35	经：念经，经济
徑	piaŋ31	径：半径，径直
經	pin31	经：经线，经纬
激	piaŋ33	激：激动，过激
擊	pʰek031	击：拳击，击败
吃	pʰin51	吃：吃东西，吃亏
馨	pʰin51	馨：温馨
形	pʰiaŋ51	形：形状，地形
刑	pʰiaŋ33	刑：刑法，用刑
型	min51	型：型号，类型
礦	men51	矿：煤矿，矿工
虢	min51	虢：假途伐虢
橫	miaŋ33	横：蛮横
轟	kin35	轰：轰炸
宏	kin35	宏：宏大，恢宏
獲	kiaŋ35	获：获得，收获
劃	kin31	划：计划，划破
兄	kin31	兄：兄弟，老兄
榮	kin31	荣：光荣，荣誉
永	kin33	永：永远
泳	kin31	泳：游泳
詠	kiaŋ33	咏：歌咏，咏叹
瓊	kʰin33	琼：琼花，琼楼
營	ʃik031	营：国营，营养
穎	kin35	颖：新颖，颖悟
役	kʰin31	役：战役
疫	kʰiak031	疫：时疫，疫苗
螢	kʰiak031	萤：萤火虫
滎	kʰiak051	荥：荥阳
迥	ʒiaŋ51	迥：迥然不同
撲	ȵiak051	扑：扑灭，反扑
醭	ʒin35	醭：醋 酱油生白色霉
仆	ʒaŋ31	仆：前仆后继
篷	ʒaŋ31	篷：帐篷，船篷
蓬	pɔŋ31	蓬：蓬勃，蓬蒿，蓬莱
瀑	piaŋ31	瀑：瀑布
曝	pin33	曝：晒，曝光，一曝十寒
僕	piak031	仆：仆人，奴仆
蒙	pʰin33	蒙：蒙蔽，蒙古
蠓	pʰik031	蠓：蠓虫
木	pʰik031	木：木头，松木
沐	miaŋ51	沐：沐浴
東	liaŋ35	东：东方，东西
董	liaŋ35	董：姓，董必武
懂	lin33	懂：懂了，懵懂
凍	tsin35	冻：冻死，冰冻
棟	tsin35	栋：栋梁
通	tsin35	通：通过，不通
捅	tsiaŋ31	捅：捅破了，推移
桶	ki35	桶：木桶，箍桶
痛	tsiak031	痛：很痛，痛苦
禿	tsik031	秃：秃顶
同	tsʰin35	同：同学，相同
銅	tsʰiaŋ31	铜：金属
桐	tsʰin51	桐：梧桐，桐油
筒	tsʰiaŋ51	筒：电筒
童	tsʰin33	童：童年，儿童
瞳	tsʰin33	瞳：瞳孔
動	tsʰiaŋ33	动：别动，动作
洞	sik051	洞：山洞，洞察
獨	sen31	独：独立，单独
讀	sin33	读：读书，阅读
牘	siaŋ33	牍：文牍
犢	sik031	犊：牛犊
籠	sik031	笼：笼子，牢笼
聾	sik051	聋：耳聋，聋子
礱	sik051	砻：去稻壳用
朧	tsʰiak051	胧：朦胧
嚨	tʃin35	咙：喉咙
攏	tʃin35	拢：靠拢，走拢
鹿	tʃʰin31	鹿：动物，鹿茸
祿	tʃʰin51	禄：福禄寿
鬃	tʃʰin51	鬃：猪鬃，鬃毛
棕	tʃʰaŋ33	棕：棕树，棕色
總	tʃʰaŋ33	总：总计，汇总
糉	tʃaŋ35	粽：粽子
葱	tʃin35	葱：葱花，香葱
聰	tʃin31	聪：聪明
怱	tʃin33	匆：匆忙，匆匆
囪	tʃin33	囱：烟囱
叢	tʃak031	丛：树丛，丛书
送	tʃʰak031	送：送客，赠送
速	tʃʰik031	速：速度，加速
公	tʃʰak031	公：公文，办公
工	ʃa33	工：工人，打工
功	ʃaŋ35	功：功课，成功
攻	ʃin33	攻：攻击。反攻
蚣	ʃik031	蚣：蜈蚣
貢	sik031	贡：进贡，贡献
谷	tʃʰin51	谷：山谷
穀	ʃaŋ51	谷：稻谷
空	tʃʰin51	空：天空，空话
孔	ʃin33	孔：孔子，钻孔
空	ʃin33	空：亏空，有空
控	ʃak051	控：控制，失控
哭	ʃɔk031	哭：哭泣，痛哭
烘	kiaŋ31	烘：烘干
哄	ken33	哄：哄骗
虹	kʰiaŋ35	虹：长虹，彩虹
紅	ʒin35	红：红色，走红
洪	ʒin35	洪：洪亮，洪水
鴻	ʒik031	鸿：鸿鹄
汞	pʰuŋ51	汞：水银，红汞
鬨	kuŋ33	哄：内哄，起哄
斛	fuŋ33	斛：方，比斗大。石斛（中药）
瓮	vuŋ35	瓮：缸，米瓮
齆	vuŋ33	齆：齆鼻
冬	vuk031	冬：冬至，过冬
督	tuŋ35	督：督促，监督
篤	tuk031	笃：笃信
毒	tʰuŋ51	毒：毒药，毒死
農	tʰuk051	农：农村，贫农
膿	nuŋ51	脓：化脓，脓水
儂	nuŋ51	侬：人，你
宗	nuŋ51	宗：祖宗，宗教
綜	tsuŋ35	综：织布机上的综
鬆	tsuŋ35	松：轻松，松弛
宋	suŋ35	宋：姓，宋朝
酷	suŋ33	酷：残酷，酷爱
沃	kʰuk031	沃：肥沃
風	vɔk031	风：大风，风气
瘋	fuŋ35	疯：发疯，疯狂
楓	fuŋ35	枫：枫树，枫叶
諷	puŋ35	讽：讽刺，讥讽
幅	fuŋ31	幅：幅度，条幅
福	fuk031	福：福气，享福
蝠	fuk031	蝠：蝙蝠
腹	fuk031	腹：心腹，肚子
複	fuk031	複：复印，复写
輻	fuk031	辐：辐射
豐	fuk031	丰：丰年，丰收
覆	fuŋ35	覆：覆盖，碗倒扣
馮	fuk031	冯：姓
鳳	fuŋ35	凤：凤凰，凤仙花
伏	fuŋ33	伏：三伏，伏案
服	fuk051	服：服务，制服
袱	fuk051	袱：包袱
復	fuk051	复：恢复，复原
隆	fuk031	隆：隆重，兴隆
窿	luŋ51	窿：窟窿
六	luŋ35	六：数字
陸	liuk031	陆：陆地，大陆
嵩	liut051	嵩：嵩山，严嵩
宿	kɔu35	宿：住宿，宿舍
肅	siuk031	肃：严肃，肃清
中	suk031	中：中秋，当中，中央
忠	tʃuŋ35	忠：忠心，效忠
衷	tʃuŋ35	衷：衷心，初衷
中	tʃuŋ35	中：射中，中状元
竹	tʃuŋ33	竹：竹子，毛竹
築	tʃuk031	筑：筑泥墙，建筑
畜	tʃuk031	畜：畜牲
蟲	ʃiut031	虫：虫子，蛀虫
仲	tʃʰuŋ51	仲：杜仲，人名
逐	tʃʰuŋ33	逐：逐字，驱逐
軸	tsʰuk051	轴：轴承
崇	tʃʰuk051	崇：崇高，推崇
縮	tsʰiuŋ51	缩：紧缩，缩小
終	suk031	终：终于，送终
衆	tʃuŋ35	众：群众，众多
粥	tʃuŋ33	粥：煮粥
祝	tʃuk031	祝：祝贺，庆祝
充	tʃuk031	充：充分，冒充
銃	tʃʰuŋ35	铳：打麻将放铳，打鸟的土枪
叔	tʃʰuŋ33	叔：叔叔
淑	ʃuk031	淑：贤淑，淑女
熟	ʃuk031	熟：生熟，熟悉
絨	ʃuk051	绒：绒线，灯心绒
戎	ʒuŋ51	戎：戎马
肉	ʒuŋ51	肉：吃肉，肉体
弓	ȵiuk031	弓：弓箭，背弓起
躬	kiuŋ35	躬：鞠躬，躬亲
宮	kiuŋ35	宫：宫殿，天宫
菊	kiuŋ35	菊：菊花
鞠	kʰiuk031	鞠：鞠躬
掬	kʰiuk031	掬：两手捧起水来喝
蓄	tʃʰiu33	蓄：储蓄，蓄水
畜	ʃiut031	畜：畜牧
郁	ʃiut031	郁：姓，忧郁
熊	ʒu33	熊：狗熊，熊猫
雄	ʃiuŋ51	雄：英雄，鸡雄
融	ʃiuŋ51	融：孔融，融化
育	ʒuŋ51	育：育秧，教育
封	ʒuk031	封：封山，开封
蜂	fuŋ35	蜂：蜂蜜，蜜蜂
峯	pʰuŋ35	峰：山峰
鋒	fuŋ35	锋：锋利，刀锋
捧	fuŋ35	捧：捧走，吹捧
逢	puŋ31	逢：相逢，逢年过节
縫	fuŋ51	缝：缝衣服，裁缝
奉	fuŋ51	奉：奉献，朝奉，奉承
縫	fuŋ33	缝：一条缝
俸	pʰuŋ33	俸：俸禄
濃	fuŋ33	浓：浓淡，浓厚
龍	nuŋ51	龙：属龙，龙头
壟	liuŋ51	垄：垄断
隴	luŋ31	陇：山陇
錄	luŋ31	录：记录，录取
綠	liut051	绿：颜色，碧绿
縱	liut051	纵：纵横
蹤	tsuŋ33	踪：踪迹，追踪
縱	tsuŋ35	纵：放纵，跳
足	suŋ33	足：满足，足球
從	tsiuk031	从：从容
促	tsʰiuŋ51	促：督促，促进
從	tsʰuk031	从：跟从，从来
慫	tsʰiuŋ51	怂：怂恿
粟	tsuŋ33	粟：小米，玉米
松	siuk031	松：松香，松树
誦	tsʰiuŋ51	诵：朗诵，背诵
頌	siuŋ33	颂：歌颂，颂扬
訟	siuŋ33	讼：讼师，诉讼
俗	siuŋ33	俗：风俗习惯，还俗，俗气
續	siuk051	续：继续，续集
冢	siuk051	冢：乱坟堆
重	tʃʰuŋ31	重：重复，重九
重	tʃʰuŋ51	重：轻重，重量
鐘	tʃʰuŋ33	钟：敲钟
鍾	tʃuŋ35	钟：千钟粟
盅	tʃuŋ35	盅：酒盅
種	tʃuŋ35	种：种类，谷种
腫	tʃuŋ31	肿：肿起，臃肿
種	tʃuŋ31	种：种田
燭	tʃuŋ33	烛：蜡烛
囑	tʃuk031	嘱：嘱咐，遗嘱
衝	tʃuk031	冲：冲锋
觸	tʃʰuŋ35	触：接触，触犯
贖	tsʰuk031	赎：赎罪
舂	ʃuk051	舂：舂米
束	tʃʰuŋ35	束：束缚，装束
蜀	tsʰuk031	蜀：蜀国
茸	ʃuk051	茸：鹿茸
宂	ȵi31	冗：冗长
褥	ʒuk051	褥：垫被，褥子
恭	ʒuk051	恭：恭敬，恭贺
供	kiuŋ35	供：供給，供应，供不起
拱	kiuŋ35	拱：拱手，打拱
鞏	pʰat051	巩：巩固
供	kiuŋ31	供：上供，供佛，坐着别动（骂小孩子用）
恐	kiuŋ35	恐：恐怕，惊恐
曲	kʰuŋ31	曲：歌曲，曲折
共	kʰiut031	共：相同，一样，共产党
局	kuŋ33	局：局部，邮电局
玉	kʰiuk051	玉：一块玉，玉器
獄	ȵiuk051	狱：牢狱之灾，监狱
胸	ȵiuk051	胸：胸口，心胸
兇	ʃiuŋ35	凶：凶恶，很凶
凶	ʃiuŋ35	凶：吉凶
匈	ʃiuŋ35	匈：匈奴，匈牙利
雍	ʃiuŋ35	雍：雍正
擁	ʒuŋ35	拥：拥护
壅	ʒuŋ31	壅：施肥
溶	ʒuŋ51	溶：溶化
蓉	ʒuŋ51	蓉：芙蓉
庸	ʒuŋ51	庸：平庸，庸俗
熔	ʒuŋ35	熔：熔化
勇	ʒuŋ51	勇：勇敢，勇猛
涌	ʒuŋ31	涌：涌现，喷涌
恿	ʒuŋ31	恿：怂恿
踊	ʒuŋ31	踊：踊跃
甬	ʒuŋ31	甬：甬道，宁波
浴	ʒuŋ33	浴：洗浴，沐浴
欲	ʒuk051	欲：欲速则不达
慾	ʒuk051	欲：欲望，贪欲
知	ʒuk051	知识
平	kiuŋ31	平时
卜	ken35	萝卜
