#漢字	音標	解釋
絕	tsʰiet033	绝：～对
宣	sien44	宣：～布，～传
選	sien31	选：～择，挑～
雪	siet055	雪：落～（下雪），～白
旋	sien25	旋：～转
轉	tʃɔn31	转：～学，～移，翻～
傳	tʃʰɔn25	传：～达，流～
專	tʃɔn44	专：～门，大～
穿	tʃʰɔn44	穿：～堂风，揭～
串	tʃʰɔn51	串：一～，～通
船	ʃɔn25	船：轮～
說	ʃɔt055	说：小～
軟	ȵiɔn44	软：～弱
捲	kien31	卷：～起来[动]
圈	kʰien44	圈：圆～，～套
拳	kʰien25	拳：～头
圓	ʒen25	圆：团～
院	ʒen51	院：医～，～长
閱	ʒet033	阅：～读
反	fan31	反：～对，造～
發	fat055	发：～展，～财[文]
發	pɔt055	发：～虫（长虫）[白]
翻	fan44	翻：～书[文]
翻	pʰɔn44	翻：翻转；呕吐[白]
煩	fan25	烦：麻～
飯	pʰɔn51	饭：食～，～店
罰	fat033	罚：～款，惩～
晚	van44	晚：～会
萬	van51	万：～一
襪	mat055	袜：鞋～
勸	kʰien51	劝：规～
原	ȵien25	原：～来，平～
願	ȵien25	愿：～望
怨	ʒen51	怨：～人，埋～
遠	ʒen31	远：永～
粵	ʒet033	粤：～东
決	kiet055	决：～定
犬	kʰien31	犬：狂～病
血	hiet055	血：流～
縣	ʒen51	县：～长
穴	hiet033	穴：～位
吞	tʰun44	吞：～口水
跟	ken44	跟：～从
恩	en44	恩：～人
賓	pin44	宾：贵～
筆	pit055	笔：毛～，～记
匹	pʰit055	匹：～配
貧	pʰin25	贫：扶～
民	min25	民：人～，～族
敏	mien44	敏：灵～
密	met033	密：秘～，～封
鄰	lin25	邻：～居
鱗	lin44	鳞：鱼～
栗	lit055	栗：～子
進	tsin51	进：～步，前～
親	tsʰin44	亲：～生，父～
七	tsʰit055	七：数字
秦	tsʰin25	秦：姓；～国
